VmPeak,VmSize,VmHWM,VmRSS,VmPTE,VmSwap,Threads,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Unevictable,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,Slab,KernelStack,PageTables,Committed_AS
2394284,2394252,92200,92108,476,0,14,197600,658676,28088,546156,10952,419336,1151396,0,1581616,2504,8,991928,293940,17244,133796,12120,23028,5586544
2394284,2394252,92200,92108,476,0,14,196116,656980,28088,546332,10952,419360,1152072,0,1581616,2504,0,992464,294316,17704,133796,12104,23024,5587888
2394284,2394252,92200,92108,476,0,14,196116,657008,28088,546352,10952,419372,1154428,0,1581616,2524,0,994732,294244,17708,133800,12112,23024,5589804
2394284,2394252,92200,92108,476,0,14,199152,660056,28088,546372,10952,419364,1147992,0,1581616,2536,0,988232,294248,17716,133800,12120,23036,5591544
2394284,2394252,92200,92108,476,0,14,196984,657888,28088,546360,10952,419364,1155980,0,1581616,2536,0,996312,294316,17704,133800,12120,23024,5590468
2394284,2394252,92200,92108,476,0,14,198532,659836,28112,547108,10952,419372,1153444,0,1581616,2852,0,992960,294676,18064,133800,12128,23024,5588252
2394284,2394252,92200,92108,476,0,14,198040,659232,28112,546608,10952,419392,1156216,0,1581616,2852,0,996168,294552,17772,133804,12136,23036,5589028
2394284,2394252,92200,92108,476,0,14,197816,658712,28112,546360,10952,419400,1152080,0,1581616,2856,0,992392,294340,17728,133804,12136,23028,5591256
2394284,2394252,92200,92108,476,0,14,199432,660376,28112,550408,10952,419392,1150084,0,1581616,2868,0,986352,298316,21736,133804,12144,23056,5591800
2394284,2394252,92200,92108,476,0,14,192960,653852,28112,551040,10952,419388,1156688,0,1581616,2864,0,992348,298948,22420,133804,12152,23052,5595548
2394284,2394252,92200,92108,476,0,14,191820,652816,28152,550432,10952,419440,1150216,0,1581616,2896,0,986476,298360,21748,133808,12168,23048,5593200
2394284,2394252,92200,92108,476,0,14,192404,653352,28152,550384,10952,419436,1154404,0,1581616,2896,0,990772,298360,21748,133808,12128,23052,5594876
2394284,2394252,92200,92108,476,0,14,192152,653156,28152,551140,10952,419444,1169028,0,1581616,2904,0,1004456,299060,22448,133808,12144,23052,5594852
2394284,2394252,92200,92108,476,0,14,191900,652852,28152,551088,10952,419436,1170444,0,1581616,2896,0,1006040,299228,22448,133808,12128,23052,5595024
2394284,2394252,92200,92108,476,0,14,191648,652652,28152,551140,10952,419444,1164864,0,1581616,2904,0,1000388,299064,22448,133808,12152,23056,5594796
2394284,2394252,92200,92108,476,0,14,190948,651908,28160,551760,10952,419444,1169676,0,1581616,2900,0,1004616,299900,23120,133808,12144,23056,5598064
2394284,2394252,92200,92108,476,0,14,194080,655092,28160,550388,10952,419452,1163060,0,1581616,2904,0,999280,298392,21696,133784,12144,23052,5593884
2394284,2394252,92200,92108,476,0,14,193856,654820,28160,550420,10952,419448,1170728,0,1581616,2904,0,1006968,298304,21776,133788,12128,23056,5596476
2394284,2394252,92200,92108,476,0,14,193632,654652,28160,551832,10952,419456,1171020,0,1581616,748,0,1005916,299900,23120,133788,12144,23140,5595652
2394284,2394252,92200,92108,476,0,14,173288,634284,28168,550444,10952,419456,1169456,0,1581616,2076,0,1005672,298272,21776,133788,12160,23096,5594208
2394284,2394252,92200,92108,476,0,14,174000,635028,28192,550484,10952,419484,1165932,0,1581616,1924,4,1002200,298304,21776,133788,12136,23128,5593652
2394284,2394252,92200,92108,476,0,14,176304,637376,28192,550496,10952,419484,1164496,0,1581616,2644,0,1000624,298556,21776,133788,12168,23124,5593640
2394284,2394252,92200,92108,476,0,14,176112,637448,28192,551432,10952,419488,1172612,0,1581616,2712,0,1007884,299004,22448,133788,12152,23028,5594404
2394284,2394252,92200,92108,476,0,14,176412,637752,28192,551436,10952,419524,1170624,0,1581616,2752,0,1005892,299060,22448,133788,12176,23044,5594008
2394284,2394252,92200,92108,476,0,14,175432,636472,28192,550464,10952,419528,1168568,0,1581616,2752,0,1004816,298556,21776,133788,12152,23044,5596364
2394284,2394252,92200,92108,476,0,14,175208,636564,28200,550772,10952,419556,1168528,0,1581616,2760,0,1004516,298396,21776,133788,12144,23116,5593556
2394284,2394252,92200,92108,476,0,14,174984,636036,28200,551140,10952,419548,1166440,0,1581616,2800,0,1002140,299160,22448,133788,12152,23116,5593164
2394284,2394252,92200,92108,476,0,14,177852,638980,28224,551200,10952,419572,1159772,0,1581616,2860,0,995332,299004,22448,133788,12152,23032,5590692
2394284,2394252,92200,92108,476,0,14,177856,638936,28224,550472,10952,419572,1165544,0,1581616,2860,0,1001860,298556,21776,133788,12144,23120,5592600
2394284,2394252,92200,92108,476,0,14,179120,640504,28224,550776,10952,419580,1159064,0,1581616,2864,0,995072,298304,21776,133788,12144,23032,5590088
2394284,2394252,92200,92108,476,0,14,207252,668332,28224,551144,10952,419580,1133816,0,1581616,2836,0,969408,298976,22448,133788,12128,23032,5584948
2394284,2394252,92200,92108,476,0,14,206776,667912,28224,551200,10952,419580,1133032,0,1581616,2844,0,968492,299076,22448,133792,12144,23116,5580240
2394284,2394252,92200,92108,476,0,14,206300,667708,28232,551464,10952,419596,1134348,0,1581616,2844,0,969660,299228,22448,133792,12128,23028,5580660
2394284,2394252,92200,92108,476,0,14,205572,666760,28240,551880,10952,419596,1136508,0,1581616,2844,0,971336,299732,23120,133792,12144,23032,5582120
2394284,2394252,92200,92108,476,0,14,205572,666744,28256,551204,10952,419620,1139204,0,1581616,2848,0,974748,299060,22448,133796,12144,23036,5581804
2394284,2394252,92200,92108,476,0,14,210140,671632,28256,550604,10952,419636,1134352,0,1581616,2664,0,970552,298060,21444,133796,12152,23124,5582212
2394284,2394252,92200,92108,476,0,14,210720,672320,28264,550648,10952,419652,1136188,0,1581616,2620,0,972376,298000,21472,133780,12144,23020,5581316
2394284,2394252,92200,92108,476,0,14,211108,672404,28288,551652,10952,419676,1136912,0,1581616,2664,0,972060,299416,22804,133780,12136,23024,5581736
2394284,2394252,92200,92108,476,0,14,218800,680080,28288,551640,10952,419676,1139532,0,1581616,2668,0,974684,299420,22808,133780,12144,23044,5584684
2394284,2394252,92200,92108,476,0,14,212808,674036,28288,551588,10952,419668,1145104,0,1581616,2668,0,980308,299420,22808,133780,12144,23048,5587352
2394284,2394252,92200,92108,476,0,14,212332,673584,28288,551612,10952,419672,1126716,0,1581616,2664,0,961960,299524,22808,133780,12160,23052,5584652
2394284,2394252,92200,92108,476,0,14,211616,672864,28312,550920,10952,419676,1126988,0,1581616,2668,0,962852,298664,22136,133780,12152,23048,5584068
2394284,2394252,92200,92108,476,0,14,218028,679340,28312,550892,10952,419700,1120368,0,1581616,2676,0,956112,298748,22052,133780,12168,23044,5583652
2394284,2394252,92200,92108,476,0,14,217596,678856,28312,551596,10952,419692,1129744,0,1581616,2672,0,964996,299596,22808,133780,12144,23048,5587340
2394284,2394252,92200,92108,476,0,14,217148,678460,28312,550276,10952,419700,1127360,0,1581616,2676,0,963872,298048,21436,133784,12144,23044,5583016
2394284,2394252,92200,92108,476,0,14,216896,678156,28312,551596,10952,419692,1129976,0,1581616,1828,0,965096,299420,22808,133784,12144,23048,5586352
2394284,2394252,92200,92108,476,0,14,216168,677448,28328,551600,10952,419696,1129784,0,1581616,1896,0,964924,299388,22808,133784,12136,23012,5583288
2394284,2394252,92200,92108,476,0,14,215692,677628,28344,552240,10952,419732,1129152,0,1581616,1912,0,963524,299336,22808,133788,12128,23036,5583676
2394284,2394252,92200,92108,476,0,14,217264,678932,28344,551324,10952,419724,1123204,0,1581616,1916,0,958684,298900,22136,133788,12160,23076,5582944
2394284,2394252,92200,92108,476,0,14,221364,682700,28344,550296,10952,419728,1117956,0,1581616,2668,0,954468,298076,21464,133788,12152,23040,5582008
2394284,2394252,92200,92108,476,0,14,220888,682544,28352,551324,10952,419764,1121208,0,1581616,2672,0,956564,298708,22180,133788,12128,23040,5584168
2394284,2394252,92200,92108,476,0,14,219656,681072,28376,551748,10952,419784,1126764,0,1581616,2668,0,961800,299396,22868,133792,12144,23044,5585124
2394284,2394252,92200,92108,476,0,14,219432,681152,28376,551380,10952,419796,1127332,0,1581616,2720,0,962792,298808,22196,133796,12168,23044,5583840
2394284,2394252,92200,92108,476,0,14,219620,681336,28376,552048,10952,419808,1128896,0,1581616,2716,0,963808,299572,22868,133796,12144,23044,5584760
2394284,2394252,92200,92108,476,0,14,224872,686588,28376,552048,10952,419808,1118472,0,1581616,2552,8,953276,299480,22868,133796,12152,23036,5582288
2394284,2394252,92200,92108,476,0,14,224668,686100,28392,551756,10952,419808,1123640,0,1581616,2556,0,958696,299616,22868,133796,12152,23028,5584956
2394284,2394252,92200,92108,476,0,14,224444,685940,28408,551132,10952,419828,1119028,0,1581616,2636,0,954644,298808,22196,133800,12152,23116,5581284
2394284,2394252,92200,92108,476,0,14,224220,685676,28408,551088,10952,419844,1125496,0,1581616,2640,0,961236,298840,22200,133800,12144,23048,5585008
2394284,2394252,92200,92108,476,0,14,224220,685728,28408,551140,10952,419844,1118952,0,1581616,2644,0,954632,298812,22200,133800,12144,23124,5582240
2394284,2394252,92200,92108,476,0,14,224220,685676,28408,551088,10952,419844,1124400,0,1581616,2640,0,960164,298812,22200,133800,12136,23124,5585044
2394284,2394252,92200,92108,476,0,14,230576,692108,28440,551132,10952,419860,1127036,0,1581616,2656,0,962736,298900,22200,133800,12152,23124,5582212
2394284,2394252,92200,92108,476,0,14,230100,691644,28440,551152,10952,419884,1126612,0,1581616,2656,0,962304,298812,22200,133804,12152,23140,5585116
2394284,2394252,92200,92108,476,0,14,230100,691644,28440,551812,10952,419876,1127288,0,1581616,2652,0,962276,299648,22868,133808,12152,23124,5583136
2394284,2394252,92200,92108,476,0,14,229344,690844,28440,551772,10952,419880,1129288,0,1581616,2652,0,964360,299484,22872,133808,12144,23044,5585532
2394284,2394252,92200,92108,476,0,14,228588,690084,28440,551768,10952,419876,1127284,0,1581616,2572,0,962336,299568,22872,133808,12160,23044,5585860
2394284,2394252,92200,92108,476,0,14,227864,689360,28448,550416,10952,419876,1126360,0,1581616,2572,0,962724,298108,21528,133808,12160,23088,5584632
2394284,2394252,92200,92108,476,0,14,227612,689136,28448,551788,10952,419884,1126276,0,1581616,2580,0,961264,299652,22872,133808,12128,23044,5584404
2394284,2394252,92200,92108,476,0,14,227360,688924,28448,551156,10952,419888,1126728,0,1581616,2588,0,962372,298828,22200,133812,12144,23052,5584496
2394284,2394252,92200,92108,476,0,14,226604,688704,28448,550936,10952,419904,1125076,0,1581616,2620,0,960976,298056,21444,133812,12104,23056,5583216
2394284,2394252,92200,92108,476,0,14,225624,687728,28448,546576,10952,419912,1131136,0,1581616,2624,0,971372,293692,17080,133812,12136,23052,5579956
2394284,2394252,92200,92108,476,0,14,226744,688744,28480,547224,10952,419944,1125568,0,1581616,2624,0,965196,294460,17848,133788,12136,23140,5581100
2394284,2394252,92200,92108,476,0,14,226520,688164,28480,546472,10952,419948,1125072,0,1581616,2636,0,965412,294080,17468,133788,12096,23052,5580336
2394284,2394252,92200,92108,476,0,14,226296,688236,28480,547148,10952,419984,1133112,0,1581616,2680,0,972928,294476,17848,133788,12120,23052,5580736
2394284,2394252,92200,92108,476,0,14,226072,688012,28480,547160,10952,419984,1133848,0,1581616,2680,0,973572,294556,17860,133788,12136,23056,5580956
2394284,2394252,92200,92108,476,0,14,226072,688352,28488,547492,10952,419984,1126964,0,1581616,2536,0,966320,294484,17860,133788,12136,23028,5578920
2394284,2394252,92200,92108,476,0,14,225848,687828,28512,547168,10952,420020,1128112,0,1581616,2648,0,967860,294472,17860,133788,12168,23040,5579936
2394284,2394252,92200,92108,476,0,14,225120,686808,28512,547800,10952,420024,1138320,0,1581616,2660,0,977456,295396,18784,133788,12128,23052,5585180
2394284,2394252,92200,92108,476,0,14,224896,686636,28512,550556,10952,420028,1141476,0,1581616,2664,0,977784,298100,21488,133788,12112,23060,5585504
2394284,2394252,92200,92108,476,0,14,224392,686136,28512,547032,10952,420024,1136112,0,1581616,2668,0,975956,294572,17960,133792,12168,23060,5584988
2394284,2394252,92200,92108,476,0,14,223888,686152,28512,549736,10952,420036,1126668,0,1581616,2696,0,963824,296676,20144,133792,12144,23060,5583808
2394284,2394252,92200,92108,476,0,14,222908,684940,28544,550820,10952,420048,1129600,0,1581616,2704,0,965552,298268,21488,133792,12168,23136,5585636
2394284,2394252,92200,92108,476,0,14,221940,683680,28544,551904,10952,420064,1137856,0,1581616,2700,0,972900,299396,22868,133792,12144,23056,5589484
2394284,2394252,92200,92108,476,0,14,221692,683736,28544,552208,10952,420072,1131904,0,1581616,2704,0,966544,299508,22868,133792,12152,23056,5586740
2394284,2394252,92200,92108,476,0,14,220964,682756,28544,551956,10952,420064,1129488,0,1581616,2704,0,964380,299480,22868,133796,12136,23056,5584064
2394284,2394252,92200,92108,476,0,14,220712,682760,28544,552212,10952,420076,1130744,0,1581616,2708,0,965512,299492,22868,133796,12128,23040,5584128
2394284,2394252,92200,92108,476,0,14,219704,682116,28576,552544,10952,420100,1139076,0,1581616,2704,0,973384,299480,22868,133796,12144,23044,5584020
2394284,2394252,92200,92108,476,0,14,219680,681732,28576,552216,10952,420100,1137368,0,1581616,2704,0,972116,299648,22868,133796,12152,23044,5584384
2394284,2394252,92200,92108,476,0,14,219208,680988,28576,551912,10952,420100,1137816,0,1581616,2708,0,972784,299424,22868,133796,12144,23052,5587068
2394284,2394252,92200,92108,476,0,14,218956,680788,28576,551964,10952,420108,1135188,0,1581616,2588,0,970092,299396,22868,133800,12152,23036,5582932
2394284,2394252,92200,92108,476,0,14,217976,680036,28576,551520,10952,420108,1129812,0,1581616,2592,0,965340,298944,22196,133800,12160,23032,5581228
2394284,2394252,92200,92108,476,0,14,218000,680176,28584,551628,10952,420116,1129308,0,1581616,2636,0,964580,298808,22196,133816,12144,22948,5581352
2394284,2394252,92200,92108,476,0,14,217244,679036,28584,551916,10952,420116,1137872,0,1581616,2636,0,972868,299396,22868,133816,12152,23048,5586060
2394284,2394252,92200,92108,476,0,14,217244,679092,28584,551804,10952,420124,1132520,0,1581616,2644,0,967588,299480,22700,133816,12144,23040,5583208
2394284,2394252,92200,92108,476,0,14,216488,678284,28584,546892,10952,420116,1135892,0,1581616,2640,0,975924,294452,17840,133816,12120,23044,5581292
2394284,2394252,92200,92108,476,0,14,216488,678360,28600,546936,10952,420140,1134600,0,1581616,2676,0,974604,294436,17824,133824,12112,23120,5578280
2394284,2394252,92200,92108,476,0,14,216236,678076,28608,546900,10952,420140,1143228,0,1581616,2688,0,983304,294524,17828,133824,12096,23040,5581852
2394284,2394252,92200,92108,476,0,14,216236,678124,28608,547200,10952,420236,1137716,0,1581616,2692,0,977424,294608,18080,133824,12136,23036,5579668
2394284,2394252,92200,92108,476,0,14,213464,675300,28608,550540,10952,420144,1151276,0,1581616,2688,0,987668,298084,21472,133824,12112,23044,5586940
2394284,2394252,92200,92108,476,0,14,211448,673340,28608,551280,10952,420152,1142744,0,1581616,2696,0,978444,298768,22156,133824,12112,23128,5585876
2394284,2394252,92200,92108,476,0,14,209936,671776,28632,551876,10952,420144,1152112,0,1581616,2692,0,987256,299608,22744,133828,12112,23048,5589456
2394284,2394252,92200,92108,476,0,14,209936,671852,28632,551280,10948,420176,1151664,0,1581616,2704,0,987332,298852,22156,133828,12112,23044,5584844
2394284,2394252,92200,92108,476,0,14,209180,671048,28632,551260,10948,420168,1152016,0,1581616,2704,0,987704,298716,22184,133832,12120,23132,5588144
2394284,2394252,92200,92108,476,0,14,208452,670384,28632,551324,10948,420176,1148448,0,1581616,2720,0,984020,298712,22184,133832,12112,23044,5585364
2394284,2394252,92200,92108,476,0,14,203944,665828,28632,550604,10948,420172,1154448,0,1581616,136,0,990756,298124,21512,133836,12144,23048,5587096
2394284,2394252,92200,92108,476,0,14,201200,663136,28640,551320,10948,420172,1157860,0,1581616,1828,0,993428,298964,22184,133836,12152,23044,5585384
2394284,2394252,92200,92108,476,0,14,199716,661672,28640,551344,10948,420180,1154396,0,1581616,1896,0,989992,298828,22188,133840,12128,23044,5588000
2394284,2394252,92200,92108,476,0,14,199716,661704,28640,551376,10948,420196,1148932,0,1581616,2732,0,984580,298744,22188,133844,12144,22964,5586384
2394284,2394252,92200,92108,476,0,14,198736,660980,28664,550936,10948,420204,1148128,0,1581616,2736,0,984128,298296,21516,133844,12176,23048,5583324
2394284,2394252,92200,92108,476,0,14,198808,661280,28672,551204,10948,420220,1150420,0,1581616,2716,0,986276,298296,21516,133844,12128,23048,5583384
2394284,2394252,92200,92108,476,0,14,197828,660104,28672,550960,10948,420228,1151504,0,1581616,2736,0,987388,298156,21516,133844,12152,23052,5583088
2394284,2394252,92200,92108,476,0,14,204264,666324,28672,551336,10948,420272,1155008,0,1581616,2796,0,990680,298888,22096,133844,12200,23128,5584884
2394284,2394252,92200,92108,476,0,14,200512,662560,28672,551344,10948,420276,1162000,0,1581616,2812,0,997676,299156,22096,133844,12176,23096,5586648
2394284,2394252,92200,92108,476,0,14,198496,660592,28672,550688,10948,420280,1160488,0,1581616,2828,0,996740,298216,21424,133844,12176,23056,5586752
2394284,2394252,92200,92108,476,0,14,198272,660620,28680,551604,10948,420280,1155464,0,1581616,2828,0,990792,298972,22096,133848,12176,23052,5586716
2394284,2394252,92200,92108,476,0,14,197796,660556,28680,552016,10948,420296,1158452,0,1581616,2860,0,993436,298972,22096,133848,12160,23052,5586620
2394284,2394252,92200,92108,476,0,14,191776,654148,28696,551612,10948,420304,1161736,0,1581616,2852,0,997072,298972,22096,133820,12176,23040,5583620
2394284,2394252,92200,92108,476,0,14,191552,653644,28712,551316,10948,420324,1160560,0,1581616,2852,0,996224,298988,22096,133820,12184,23044,5586460
2394284,2394252,92200,92108,476,0,14,191328,653460,28712,551356,10948,420332,1162004,0,1581616,2856,0,997572,298972,22096,133820,12176,23040,5583632
2394284,2394252,92200,92108,476,0,14,190572,652652,28712,551304,10948,420320,1164616,0,1581616,2856,0,1000300,298888,22096,133820,12160,23056,5587500
2394284,2394252,92200,92108,476,0,14,193160,655544,28712,551608,10948,420328,1152972,0,1581616,2860,0,988348,298904,22096,133824,12176,23048,5584728
2394284,2394252,92200,92108,476,0,14,192936,655568,28712,551856,10948,420324,1159572,0,1581616,2856,0,994792,298972,22096,133828,12176,23128,5584864
2394284,2394252,92200,92108,476,0,14,191928,654068,28720,551356,10948,420336,1159460,0,1581616,2860,0,995136,299140,22096,133828,12176,23048,5586792
2394284,2394252,92200,92108,476,0,14,191172,653572,28720,551628,10948,420344,1160460,0,1581616,2872,0,995916,299152,22108,133828,12200,23140,5587784
2394284,2394252,92200,92108,476,0,14,190416,652508,28720,551320,10948,420336,1162488,0,1581616,2684,0,998176,298984,22108,133828,12176,23072,5591084
2394284,2394252,92200,92108,476,0,14,193476,655640,28728,551384,10948,420352,1159324,0,1581616,2692,0,994996,298916,22108,133836,12176,23152,5587584
2394284,2394252,92200,92108,476,0,14,191960,654132,28752,552712,10948,420352,1168184,0,1581616,2744,0,1002412,300328,23452,133836,12176,23068,5592536
2394284,2394252,92200,92108,476,0,14,192572,655364,28752,551492,10948,420380,1168980,0,1581616,2816,0,1004520,298488,21612,133844,12176,23076,5589228
2394284,2394252,92200,92108,476,0,14,190152,652356,28752,551408,10948,420372,1168020,0,1581616,2820,0,1003600,299020,22032,133844,12184,23080,5589092
2394284,2394252,92200,92108,476,0,14,189172,651384,28752,550660,10948,420392,1167264,0,1581616,2820,0,1003584,298160,21276,133848,12152,23076,5588664
2394284,2394252,92200,92108,476,0,14,189636,651872,28776,546676,10948,420424,1161260,0,1581616,2828,0,1001668,294284,17380,133856,12160,23052,5582496
2394284,2394252,92200,92108,476,0,14,195788,658228,28776,546972,10948,420420,1156004,0,1581616,2872,0,996180,294256,17380,133856,12176,23032,5582912
2394284,2394252,92200,92108,476,0,14,193280,655512,28776,546420,10948,420424,1161980,0,1581616,2872,0,1002808,293920,17044,133856,12192,23048,5582820
2394284,2394252,92200,92108,476,0,14,207172,670132,28776,547416,10948,420420,1141012,0,1581616,2884,0,980660,294240,17396,133840,12184,23080,5581268
2394284,2394252,92200,92108,476,0,14,206076,668944,28776,547328,10948,420444,1140600,0,1581616,2940,0,980388,294280,17396,133844,12176,23060,5581744
2394284,2394252,92200,92108,476,0,14,212188,675168,28808,547404,10948,420484,1132528,0,1581616,2956,0,972196,294440,17396,133844,12176,23056,5580592
2394284,2394252,92200,92108,476,0,14,211208,673852,28808,547448,10948,420484,1133684,0,1581616,2956,0,973332,294652,17776,133844,12200,23060,5580852
2394284,2394252,92200,92108,476,0,14,210200,672544,28808,551512,10948,420488,1137168,0,1581616,2956,0,972680,298932,22056,133844,12128,23036,5581224
2394284,2394252,92200,92108,476,0,14,209724,672120,28808,551504,10948,420496,1139952,0,1581616,268,12,975492,299040,22080,133844,12144,23056,5581780
2394284,2394252,92200,92108,476,0,14,208492,670892,28808,549492,10948,420488,1137940,0,1581616,2776,0,975544,296856,20064,133848,12168,23044,5581576
2394284,2394252,92200,92108,476,0,14,205748,668168,28840,550824,10948,420524,1139664,0,1581616,2912,0,975916,298292,21408,133852,12200,23060,5582008
2394284,2394252,92200,92108,476,0,14,203984,666676,28848,551816,10948,420548,1137952,0,1581616,2920,0,973200,298992,22116,133860,12184,23052,5581400
2394284,2394252,92200,92108,476,0,14,202220,664624,28848,551508,10948,420548,1142824,0,1581616,2932,0,978416,298908,22116,133864,12176,23060,5584732
2394284,2394252,92200,92108,476,0,14,202220,664676,28848,550888,10948,420556,1134448,0,1581616,2936,0,970672,298324,21444,133868,12176,23056,5581548
2394284,2394252,92200,92108,476,0,14,202168,664624,28848,551560,10948,420560,1133484,0,1581616,2884,0,969028,298992,22116,133872,12184,23056,5581948
2394284,2394252,92200,92108,476,0,14,201764,664272,28872,551628,10948,420552,1141468,0,1581616,3556,0,976892,300084,22116,133848,12248,23144,5600336
2394284,2394252,92200,92108,476,0,14,200028,663092,28872,552820,10948,420588,1144852,0,1581616,3568,0,979148,300816,22792,133848,12224,23208,5599980
2394284,2394252,92200,92108,476,0,14,200336,663144,28872,552564,10948,420596,1136776,0,1581616,3580,0,971308,300900,22792,133848,12224,23128,5600052
2394284,2394252,92200,92108,476,0,14,201640,664448,28872,551220,10948,420604,1133188,0,1581616,3580,0,969132,299364,21448,133848,12240,23208,5598908
2394284,2394252,92200,92108,476,0,14,201360,664168,28872,551220,10948,420608,1134272,0,1581616,3580,0,970120,299528,21448,133848,12240,23208,5598740
2394284,2394252,92200,92108,476,0,14,201432,664616,28880,552288,10948,420624,1139488,0,1581616,3584,8,974272,300284,22120,133848,12232,23224,5601804
2394284,2394252,92200,92108,476,0,14,201432,663980,28904,551600,10948,420640,1144684,0,1581616,3584,4,980264,300116,22120,133848,12192,23144,5604660
2394284,2394252,92200,92108,476,0,14,201208,663804,28904,551636,10948,420636,1138712,0,1581616,3588,0,974060,300020,22108,133848,12176,23144,5600204
2394284,2394252,92200,92108,476,0,14,199976,662580,28904,550888,10948,420652,1146792,0,1581616,3592,0,982968,299348,21352,133856,12200,23124,5601208
2394284,2394252,92200,92108,476,0,14,195692,658292,28904,551640,10948,420652,1148212,0,1581616,3592,0,983696,300088,22108,133860,12176,23108,5599376
2394284,2394252,92200,92108,476,0,14,191940,655064,28920,552148,10948,420656,1150980,0,1581616,3588,0,986004,299188,22108,133864,12176,23064,5584060
2394284,2394252,92200,92108,476,0,14,187936,650772,28936,551848,10948,420664,1154368,0,1581616,3608,0,989688,299264,22104,133876,12160,23068,5587432
2394284,2394252,92200,92108,476,0,14,188516,651460,28936,551952,10948,420672,1145784,0,1581616,3448,0,980960,299148,22104,133876,12168,23064,5584524
2394284,2394252,92200,92108,476,0,14,202460,665356,28936,551900,10948,420672,1132276,0,1581616,3416,0,967572,299232,22104,133876,12160,23064,5587196
2394284,2394252,92200,92108,476,0,14,205548,668500,28936,551956,10948,420680,1132100,0,1581616,3424,0,967284,299248,22104,133852,12160,23148,5584624
2394284,2394252,92200,92108,476,0,14,205348,668328,28952,551972,10948,420692,1130360,0,1581616,3468,0,965516,299248,22104,133856,12168,23052,5583128
2394284,2394252,92200,92108,476,0,14,211100,674088,28968,546780,10948,420712,1128024,0,1581616,3508,0,968280,294136,16924,133856,12128,23052,5578412
2394284,2394252,92200,92108,476,0,14,210608,673620,28968,547244,10948,420716,1127512,0,1581616,3532,0,967416,294492,17364,133856,12128,23128,5579428
2394284,2394252,92200,92108,476,0,14,217016,680280,28968,547504,10948,420712,1121680,0,1581616,3524,0,961312,294696,17372,133856,12136,23040,5579868
2394284,2394252,92200,92108,476,0,14,220584,683796,28992,547812,10948,420712,1123020,0,1581616,3520,0,962368,294864,17708,133864,12136,23044,5579480
2394284,2394252,92200,92108,476,0,14,220704,683748,28992,551180,10948,420744,1131664,0,1581616,3552,0,967488,298520,21364,133864,12112,23124,5586228
2394284,2394252,92200,92108,476,0,14,221032,684024,28992,551232,10948,420728,1131056,0,1581616,3552,0,966936,298524,21396,133864,12152,23024,5583672
2394284,2394252,92200,92108,476,0,14,227128,690436,28992,551552,10948,420744,1126764,0,1581616,860,0,962376,298696,21400,133868,12160,23048,5583408
2394284,2394252,92200,92108,476,0,14,227128,690136,28992,551252,10948,420736,1131596,0,1581616,2600,0,967488,298540,21400,133872,12168,23052,5585660
2394284,2394252,92200,92108,476,0,14,226904,689980,29000,551348,10948,420756,1126840,0,1581616,2704,8,962624,298564,21436,133880,12144,23048,5582956
2394284,2394252,92200,92108,476,0,14,226680,689732,29032,551292,10948,420772,1133584,0,1581616,2736,0,969344,298732,21436,133856,12168,23048,5586356
2394284,2394252,92200,92108,476,0,14,226456,689560,29032,551344,10948,420788,1134064,0,1581616,2744,0,969888,298564,21436,133856,12168,23048,5583568
2394284,2394252,92200,92108,476,0,14,225476,689092,29032,552528,10948,420780,1133756,0,1581616,2740,0,968316,299244,22108,133860,12160,23048,5583940
2394284,2394252,92200,92108,476,0,14,224720,687852,29032,551372,10948,420780,1134736,0,1581616,3564,0,970592,298664,21436,133864,12168,23052,5583860
2394284,2394252,92200,92108,476,0,14,223768,686932,29032,552748,10948,420788,1137388,0,1581616,3600,0,971872,299908,22780,133880,12168,23052,5585068
2394284,2394252,92200,92108,476,0,14,223292,686704,29040,553012,10948,420788,1135924,0,1581616,3616,0,970084,299916,22780,133880,12168,23124,5582928
2394284,2394252,92200,92108,476,0,14,222312,685448,29040,552712,10948,420788,1139784,0,1581616,3624,0,974328,299992,22780,133884,12160,23044,5585920
2394284,2394252,92200,92108,476,0,14,222060,685248,29040,552092,10948,420804,1130940,0,1581616,2940,0,966036,299252,22108,133888,12168,23132,5583020
2394284,2394252,92200,92108,476,0,14,221052,684192,29040,551288,10948,420796,1139564,0,1581616,2940,0,975312,298568,21352,133872,12160,23052,5586464
2394284,2394252,92200,92108,476,0,14,220828,684272,29048,551668,10948,420804,1131632,0,1581616,2944,0,967164,298564,21436,133872,12160,23064,5582696
2394284,2394252,92200,92108,476,0,14,220128,683288,29072,551360,10948,420804,1139760,0,1581616,2940,0,975556,298480,21436,133872,12152,23132,5585796
2394284,2394252,92200,92108,476,0,14,219904,683384,29072,551680,10948,420832,1133036,0,1581616,2964,0,968504,298480,21436,133872,12168,23044,5582864
2394284,2394252,92200,92108,476,0,14,219652,683128,29072,553020,10948,420828,1143696,0,1581616,2960,0,977756,299824,22780,133872,12160,23048,5584504
2394284,2394252,92200,92108,476,0,14,218896,682324,29072,553020,10948,420828,1142972,0,1581616,2960,0,977216,299908,22780,133872,12168,23048,5584556
2394284,2394252,92200,92108,476,0,14,216968,680688,29080,551944,10948,420868,1143724,0,1581616,2984,0,979012,298732,21436,133872,12160,23140,5584096
