VmPeak,VmSize,VmHWM,VmRSS,VmPTE,VmSwap,Threads,MemFree,MemAvailable,Buffers,Cached,SwapCached,Active,Inactive,Unevictable,SwapFree,Dirty,Writeback,AnonPages,Mapped,Shmem,Slab,KernelStack,PageTables,Committed_AS
2394284,2394252,92200,92108,476,0,14,103716,537472,34552,518340,15676,405476,1259404,0,1557944,3684,0,1105420,300576,23448,134104,12160,23400,5694408
2394284,2394252,92200,92108,476,0,14,101952,535708,34552,519012,15676,405484,1258860,0,1557944,3684,0,1104260,301408,24120,134104,12160,23400,5692824
2394284,2394252,92200,92108,476,0,14,101476,535236,34552,519016,15676,405480,1269852,0,1557944,3684,0,1115208,301324,24120,134092,12168,23404,5695776
2394284,2394252,92200,92108,476,0,14,101476,535296,34560,519012,15676,405496,1259752,0,1557944,2520,0,1105180,301184,24064,134092,12160,23408,5696080
2394284,2394252,92200,92108,476,0,14,100216,534008,34560,518968,15676,405488,1269888,0,1557944,3624,0,1115352,301252,24048,134092,12144,23408,5695660
2394284,2394252,92200,92108,476,0,14,100216,534064,34560,519024,15676,405496,1259984,0,1557944,3632,0,1105440,301252,24048,134092,12160,23404,5695740
2394284,2394252,92200,92108,476,0,14,99740,533728,34560,519248,15676,405488,1260320,0,1557944,3664,0,1105584,301268,24048,134092,12184,23404,5696624
2394284,2394252,92200,92108,476,0,14,117428,551280,34560,517684,15676,405488,1240144,0,1557944,3684,0,1086972,299908,22704,134092,12208,23404,5699560
2394284,2394252,92200,92108,476,0,14,118924,552788,34592,519008,15676,405520,1233692,0,1557944,3696,0,1079060,301420,24048,134092,12192,23404,5695608
2394284,2394252,92200,92108,476,0,14,118244,552316,34592,519216,15676,405524,1234432,0,1557944,3676,0,1079664,301252,24048,134092,12192,23408,5695356
2394284,2394252,92200,92108,476,0,14,118752,552512,34592,518904,15676,405524,1244708,0,1557944,3692,0,1090356,301336,24048,134092,12192,23404,5694500
2394284,2394252,92200,92108,476,0,14,118036,551848,34592,517612,15676,405540,1236016,0,1557944,3696,0,1082876,299920,22704,134092,12192,23404,5696064
2394284,2394252,92200,92108,476,0,14,118036,551856,34616,518948,15676,405540,1237868,0,1557944,3720,0,1083436,301420,24048,134092,12192,23404,5697716
2394284,2394252,92200,92108,476,0,14,116020,549800,34616,519572,15676,405548,1241600,0,1557944,3600,0,1086484,301840,24720,134092,12192,23416,5701148
2394284,2394252,92200,92108,476,0,14,115796,550228,34616,520224,15676,405568,1239488,0,1557944,3612,0,1083748,301924,24720,134072,12144,23404,5698892
2394284,2394252,92200,92108,476,0,14,135756,569596,34616,519632,15676,405560,1219824,0,1557944,3608,0,1064636,301924,24720,134072,12160,23408,5696032
2394284,2394252,92200,92108,476,0,14,142132,575984,34616,508580,15676,405568,1210352,0,1557944,3620,0,1066300,290860,13572,134072,12136,23420,5686364
2394284,2394252,92200,92108,476,0,14,146864,580756,34656,508732,15676,405568,1209540,0,1557944,3744,0,1065396,290928,13724,134072,12136,23392,5686840
2394284,2394252,92200,92108,476,0,14,146612,580628,34656,518404,15676,405628,1231336,0,1557944,3784,0,1077468,300756,23272,134072,12144,23460,5703544
2394284,2394252,92200,92108,476,0,14,139052,573044,34672,518336,15676,405672,1235284,0,1557944,4176,0,1081464,300700,23328,134068,12144,23500,5703672
2394284,2394252,92200,92108,476,0,14,130484,564532,34672,519052,15676,405672,1235292,0,1557944,4204,0,1080840,301192,23988,134068,12176,23408,5704348
2394284,2394252,92200,92108,476,0,14,128216,562320,34672,519780,15676,405672,1235312,0,1557944,4444,0,1080052,301784,24660,134068,12160,23416,5705056
2394284,2394252,92200,92108,476,0,14,128072,562156,34672,508680,15676,405688,1223588,0,1557944,4496,0,1079388,290716,13580,134068,12160,23380,5693984
2394284,2394252,92200,92108,476,0,14,140736,575828,34672,511832,15676,405692,1213304,0,1557944,4508,0,1065972,293100,15724,134068,12208,23380,5694592
2394284,2394252,92200,92108,476,0,14,141152,575788,34680,519712,15676,405692,1213780,0,1557944,4556,0,1058668,301384,23984,134068,12176,23312,5686920
2394284,2394252,92200,92108,476,0,14,141956,576336,34680,520048,15676,405692,1216680,0,1557944,4560,0,1061196,301864,24660,134068,12200,23320,5688676
2394284,2394252,92200,92108,476,0,14,141464,576168,34680,520372,15676,405700,1217580,0,1557944,4616,0,1061788,302032,24660,134068,12168,23408,5689176
2394284,2394252,92200,92108,476,0,14,140456,574576,34680,519788,15676,405700,1220704,0,1557944,4620,0,1065560,301864,24660,134068,12192,23324,5692220
2394284,2394252,92200,92108,476,0,14,139700,574832,34680,522144,15676,405700,1222728,0,1557944,3428,0,1065024,303124,26004,134068,12216,23408,5692164
2394284,2394252,92200,92108,476,0,14,139476,573568,34688,519752,15676,405720,1222516,0,1557944,3440,0,1067248,301864,24660,134072,12192,23328,5692104
2394284,2394252,92200,92108,476,0,14,138496,572980,34688,520164,15676,405728,1221468,0,1557944,4608,0,1065908,301912,24680,134076,12176,23328,5689080
2394284,2394252,92200,92108,476,0,14,137740,571972,34688,519912,15676,405720,1221388,0,1557944,4608,0,1065996,301800,24680,134076,12168,23320,5692376
2394284,2394252,92200,92108,476,0,14,136984,571108,34688,521148,15676,405720,1223228,0,1557944,4624,0,1066572,303256,26024,134076,12200,23416,5693324
2394284,2394252,92200,92108,476,0,14,136732,571160,34696,520780,15676,405732,1221236,0,1557944,4668,68,1065084,302584,25352,134076,12192,23328,5690032
2394284,2394252,92200,92108,476,0,14,137124,571252,34696,520484,15676,405724,1228748,0,1557944,4648,0,1072760,302568,25364,134080,12192,23352,5697476
2394284,2394252,92200,92108,476,0,14,136872,571224,34696,520700,15676,405740,1226320,0,1557944,4700,0,1070116,302560,25356,134080,12192,23344,5694868
2394284,2394252,92200,92108,476,0,14,136620,570852,34696,520512,15676,405740,1220780,0,1557944,4728,0,1064804,302476,25356,134080,12192,23340,5694988
2394284,2394252,92200,92108,476,0,14,136620,570892,34696,520552,15676,405732,1222060,0,1557944,4728,0,1065976,302560,25356,134080,12176,23348,5695412
2394284,2394252,92200,92108,476,0,14,136172,570356,34704,520524,15676,405740,1221464,0,1557944,4744,0,1065508,302476,25356,134080,12200,23352,5695524
2394284,2394252,92200,92108,476,0,14,135276,570520,34704,521584,15676,405740,1224444,0,1557944,4788,0,1067504,302560,25356,134064,12216,23428,5693284
2394284,2394252,92200,92108,476,0,14,133260,567872,34704,520952,15676,405748,1223948,0,1557944,4788,0,1067552,302572,25356,134064,12192,23344,5693520
2394284,2394252,92200,92108,476,0,14,134736,569504,34704,521112,15676,405756,1224640,0,1557944,4820,0,1068156,302760,25360,134064,12192,23352,5693912
2394284,2394252,92200,92108,476,0,14,134912,570264,34704,521740,15676,405756,1227240,0,1557944,4816,0,1070140,302480,25360,134064,12184,23340,5694140
2394284,2394252,92200,92108,476,0,14,133360,568216,34712,521260,15676,405756,1225964,0,1557944,4832,0,1069388,302492,25372,134064,12200,23360,5692596
2394284,2394252,92200,92108,476,0,14,133240,567540,34712,520636,15676,405764,1223792,0,1557944,4840,0,1067840,302680,25360,134064,12176,23356,5695608
2394284,2394252,92200,92108,476,0,14,132520,566872,34712,531112,15676,405764,1238280,0,1557944,4848,0,1071684,313220,35784,134064,12200,23388,5707352
2394284,2394252,92200,92108,476,0,14,117308,551960,34712,531424,15676,405772,1244416,0,1557944,4904,0,1077528,313176,35796,134064,12200,23392,5707656
2394284,2394252,92200,92108,476,0,14,110504,545540,34712,531844,15676,405780,1246504,0,1557944,4952,0,1079184,313268,35832,134064,12176,23388,5708260
2394284,2394252,92200,92108,476,0,14,117064,552548,34744,532292,15676,405800,1247444,0,1557944,4596,0,1079812,313140,35844,134064,12216,23472,5708524
2394284,2394252,92200,92108,476,0,14,115340,549812,34744,531264,15676,405832,1256616,0,1557944,4768,0,1090060,313200,35848,134064,12200,23396,5706980
2394284,2394252,92200,92108,476,0,14,114640,549264,34744,531416,15676,405844,1250536,0,1557944,4792,0,1083768,313120,35848,134072,12200,23404,5709880
2394284,2394252,92200,92108,476,0,14,113380,548028,34744,531452,15676,405848,1250412,0,1557944,4776,0,1083588,313136,35860,134072,12200,23484,5707824
2394284,2394252,92200,92108,476,0,14,108228,543256,34744,533216,15676,405848,1247184,0,1557944,4780,0,1078544,314528,37244,134072,12200,23400,5709692
2394284,2394252,92200,92108,476,0,14,109016,543932,34752,533092,15676,405848,1249360,0,1557944,4628,0,1080872,314512,37244,134080,12192,23400,5710640
2394284,2394252,92200,92108,476,0,14,108792,543344,34752,525972,15676,405860,1244964,0,1557944,4780,0,1083728,307672,30404,134080,12192,23384,5705936
2394284,2394252,92200,92108,476,0,14,111120,545728,34752,521868,15676,405872,1240400,0,1557944,4856,0,1083216,303512,26328,134088,12192,23380,5699932
2394284,2394252,92200,92108,476,0,14,111628,546184,34752,529952,15676,405864,1256932,0,1557944,4856,0,1091628,311732,34464,134088,12192,23392,5708560
2394284,2394252,92200,92108,476,0,14,106628,541164,34752,532684,15676,405864,1258328,0,1557944,4868,0,1090296,314484,37216,134088,12176,23392,5711232
2394284,2394252,92200,92108,476,0,14,105956,540544,34760,532728,15676,405872,1260772,0,1557944,3916,0,1092644,314484,37216,134088,12192,23396,5708640
2394284,2394252,92200,92108,476,0,14,103184,537756,34760,530068,15676,405880,1259556,0,1557944,4912,0,1094160,311764,34488,134068,12192,23384,5708696
2394284,2394252,92200,92108,476,0,14,103184,537792,34760,524620,15676,405888,1252756,0,1557944,4916,0,1092780,306372,29088,134068,12200,23388,5700108
2394284,2394252,92200,92108,476,0,14,103184,537772,34760,531356,15676,405880,1264508,0,1557944,4964,0,1097736,313128,35844,134068,12208,23380,5712712
2394284,2394252,92200,92108,476,0,14,102488,537136,34760,532760,15676,405892,1266280,0,1557944,4984,0,1098144,314508,37224,134068,12200,23416,5713480
2394284,2394252,92200,92108,476,0,14,100472,535116,34768,534164,15676,405892,1266284,0,1557944,4880,0,1096748,315988,38608,134076,12200,23492,5711916
2394284,2394252,92200,92108,476,0,14,104008,538812,34768,527228,15676,405892,1255092,0,1557944,4952,0,1092428,308756,31572,134076,12208,23420,5705840
2394284,2394252,92200,92108,476,0,14,112696,547392,34776,519604,15676,405892,1245456,0,1557944,4956,0,1090400,301188,24004,134076,12192,23368,5698300
2394284,2394252,92200,92108,476,0,14,110680,545404,34776,520980,15676,405916,1256440,0,1557944,5148,0,1100080,302620,25352,134076,12184,23396,5707156
2394284,2394252,92200,92108,476,0,14,114272,549644,34784,521616,15676,405916,1253488,0,1557944,5160,0,1096460,302448,25348,134076,12168,23396,5702272
2394284,2394252,92200,92108,476,0,14,114020,548864,34804,521068,15676,405940,1263616,0,1557944,5164,0,1107160,302616,25348,134076,12192,23392,5702604
2394284,2394252,92200,92108,476,0,14,113768,548556,34804,521012,15676,405964,1242408,0,1557944,5232,0,1086016,302616,25348,134076,12176,23388,5705192
2394284,2394252,92200,92108,476,0,14,113544,548380,34804,521736,15676,405964,1246304,0,1557944,5240,0,1089172,303208,26024,134076,12224,23396,5704592
2394284,2394252,92200,92108,476,0,14,111528,546368,34820,521052,15676,405976,1250024,0,1557944,5244,0,1093600,302636,25352,134088,12208,23400,5707108
2394284,2394252,92200,92108,476,0,14,113808,548912,34820,521320,15676,406004,1238052,0,1557944,5224,0,1081356,302816,25356,134088,12208,23380,5693044
2394284,2394252,92200,92108,476,0,14,114200,549060,34820,521076,15676,405996,1248372,0,1557944,5236,0,1092004,302624,25356,134088,12216,23352,5692792
2394284,2394252,92200,92108,476,0,14,129116,563980,34820,521080,15676,406004,1240308,0,1557944,5240,0,1083928,302652,25356,134092,12216,23436,5696356
2394284,2394252,92200,92108,476,0,14,128864,563736,34820,520416,15676,405996,1239740,0,1557944,5248,0,1084036,301952,24684,134092,12208,23348,5696520
2394284,2394252,92200,92108,476,0,14,128864,563984,34828,521328,15676,406004,1236004,0,1557944,5244,0,1079340,302624,25356,134092,12216,23348,5693640
2394284,2394252,92200,92108,476,0,14,128612,563912,34856,521480,15676,406028,1233720,0,1557944,4688,84,1077012,302708,25356,134092,12216,23332,5690256
2394284,2394252,92200,92108,476,0,14,128360,563252,34856,521080,15676,406032,1245156,0,1557944,4008,0,1088788,302548,25364,134092,12192,23332,5691456
2394284,2394252,92200,92108,476,0,14,129408,564444,34856,519880,15676,406052,1237588,0,1557944,4024,0,1082440,301288,24020,134072,12208,23348,5694048
2394284,2394252,92200,92108,476,0,14,128216,563152,34856,521128,15676,406052,1240068,0,1557944,4048,0,1083680,302640,25368,134068,12208,23352,5696516
2394284,2394252,92200,92108,476,0,14,128520,563504,34856,521180,15676,406060,1234608,0,1557944,4056,0,1078048,302816,25372,134068,12232,23352,5692856
2394284,2394252,92200,92108,476,0,14,128568,564680,34864,522300,15676,406052,1241072,0,1557944,4132,0,1083400,302556,25372,134076,12208,23348,5694780
2394284,2394252,92200,92108,476,0,14,127560,562556,34864,521184,15676,406060,1245636,0,1557944,4084,0,1089148,302564,25372,134076,12192,23348,5695828
2394284,2394252,92200,92108,476,0,14,124536,559504,34864,521156,15676,406060,1249436,0,1557944,4088,0,1092992,302556,25372,134076,12232,23368,5700752
2394284,2394252,92200,92108,476,0,14,123780,558784,34864,521192,15676,406060,1249884,0,1557944,4096,0,1093408,302640,25372,134076,12208,23368,5700516
2394284,2394252,92200,92108,476,0,14,123528,558784,34864,521444,15676,406068,1248852,0,1557944,4180,0,1092128,302640,25372,134076,12216,23368,5698824
2394284,2394252,92200,92108,476,0,14,122772,558564,34872,521324,15676,406080,1251208,0,1557944,1828,156,1094596,301992,24724,134076,12208,23376,5697276
2394284,2394252,92200,92108,476,0,14,122520,557696,34872,522064,15676,406080,1250504,0,1557944,4156,0,1093152,303264,26080,134076,12176,23368,5698656
2394284,2394252,92200,92108,476,0,14,106392,541476,34884,519848,15676,406080,1265284,0,1557944,4496,0,1110112,301180,23968,134076,12176,23444,5698892
2394284,2394252,92200,92108,476,0,14,103900,539036,34884,521272,15676,406104,1256540,0,1557944,4572,0,1100032,302608,25340,134076,12192,23368,5699936
2394284,2394252,92200,92108,476,0,14,100984,536096,34884,519908,15676,406100,1250896,0,1557944,4664,0,1095792,301352,24000,134076,12224,23380,5701912
2394284,2394252,92200,92108,476,0,14,100760,536004,34884,520796,15676,406112,1258676,0,1557944,3500,84,1102692,301940,24672,134092,12192,23468,5706644
2394284,2394252,92200,92108,476,0,14,107396,542968,34884,521060,15676,406116,1244556,0,1557944,4684,0,1088288,301876,24692,134096,12192,23344,5693272
2394284,2394252,92200,92108,476,0,14,107872,543140,34892,520748,15676,406108,1245720,0,1557944,4704,0,1089604,301876,24692,134096,12184,23344,5692996
2394284,2394252,92200,92108,476,0,14,107620,542840,34892,520700,15676,406120,1257680,0,1557944,4816,0,1101740,302128,24692,134072,12176,23356,5694484
2394284,2394252,92200,92108,476,0,14,110676,545880,34892,520684,15676,406128,1250136,0,1557944,4900,0,1094216,301876,24692,134072,12176,23364,5698704
2394284,2394252,92200,92108,476,0,14,110436,545684,34892,521400,15676,406132,1248480,0,1557944,4808,0,1091856,302600,25364,134068,12224,23364,5700520
2394284,2394252,92200,92108,476,0,14,110212,545516,34892,520784,15676,406140,1247724,0,1557944,4816,0,1091716,301960,24692,134068,12248,23368,5696572
2394284,2394252,92200,92108,476,0,14,109712,545968,34900,521820,15676,406132,1253900,0,1557944,4808,0,1096912,301960,24692,134068,12232,23396,5703212
2394284,2394252,92200,92108,476,0,14,109460,544824,34908,520912,15676,406140,1253452,0,1557944,4852,0,1097356,302056,24692,134068,12232,23392,5703860
2394284,2394252,92200,92108,476,0,14,109212,545084,34908,522092,15676,406160,1254684,0,1557944,4900,0,1097460,302720,25368,134076,12248,23392,5701952
2394284,2394252,92200,92108,476,0,14,123904,559308,34908,521540,15676,406160,1254368,0,1557944,4836,0,1097556,302808,25368,134076,12224,23392,5705896
2394284,2394252,92200,92108,476,0,14,122672,559048,34912,522508,15676,406172,1259012,0,1557944,4840,0,1101252,302732,25368,134076,12224,23392,5707740
2394284,2394252,92200,92108,476,0,14,122172,558800,34924,522724,15676,407048,1256492,0,1557944,5652,0,1099416,303792,25368,134084,12264,23452,5724400
2394284,2394252,92200,92108,476,0,14,118188,554392,34924,522240,15676,407064,1255600,0,1557944,5676,0,1098920,303828,25372,134084,12272,23468,5721616
2394284,2394252,92200,92108,476,0,14,117032,553204,34948,522360,15676,407064,1257828,0,1557944,5688,0,1101148,303572,25372,134084,12296,23536,5721820
2394284,2394252,92200,92108,476,0,14,114756,551024,34956,521684,15676,407100,1260588,0,1557944,5740,0,1104596,302900,24700,134092,12312,23452,5721868
2394284,2394252,92200,92108,476,0,14,104048,540264,34956,521548,15676,407104,1265700,0,1557944,5744,0,1109836,303068,24700,134096,12304,23456,5726216
2394284,2394252,92200,92108,476,0,14,97612,534524,34956,523084,15676,407120,1262628,0,1557944,5764,0,1105416,303748,25372,134100,12304,23456,5721772
2394284,2394252,92200,92108,476,0,14,96128,533528,34956,523504,15676,407112,1268108,0,1557944,5916,0,1110268,303676,25388,134100,12304,23456,5723256
2394284,2394252,92200,92108,476,0,14,95732,532164,34956,522620,15676,407112,1266452,0,1557944,5916,0,1109556,303672,25388,134100,12304,23460,5723796
2394284,2394252,92200,92108,476,0,14,95508,532752,34964,523388,15676,407120,1268476,0,1557944,5664,16,1110848,303784,25388,134100,12312,23468,5726648
2394284,2394252,92200,92108,476,0,14,95508,532860,34964,523532,15676,407128,1269904,0,1557944,5644,0,1112208,303840,25388,134100,12288,23472,5725836
2394284,2394252,92200,92108,476,0,14,95260,531640,34964,522560,15676,407716,1273904,0,1557944,5656,0,1117760,302668,25388,134100,12248,23464,5709944
2394284,2394252,92200,92108,476,0,14,93496,530968,34980,523576,15676,407772,1267652,0,1557944,5728,4,1110420,302852,25412,134108,12216,23476,5709592
2394284,2394252,92200,92108,476,0,14,93496,529828,34980,522436,15676,407784,1267904,0,1557944,5724,0,1111780,302668,25412,134108,12232,23392,5710848
2394284,2394252,92200,92108,476,0,14,92992,529424,34980,521280,15676,407784,1267944,0,1557944,2800,0,1113040,301496,24156,134108,12176,23404,5711576
2394284,2394252,92200,92108,476,0,14,88816,525120,34980,540956,15676,407784,1296468,0,1557944,5040,0,1121928,321464,43968,134124,12192,23444,5741628
2394284,2394252,92200,92108,476,0,14,73728,510268,35000,563104,15676,407808,1317568,0,1557944,5376,0,1120780,343260,65932,134188,12192,23576,5759936
2394284,2394252,92200,92108,476,0,14,82600,513268,34996,550632,15060,403880,1308704,0,1554608,5600,0,1121048,336328,59332,134208,12264,23584,5758984
2394284,2394252,92200,92108,476,0,14,84160,514960,34996,543848,15060,403892,1301568,0,1554608,5616,0,1120704,329412,52416,134208,12224,23532,5749336
2394284,2394252,92200,92108,476,0,14,80724,511408,34996,544652,15060,403892,1301048,0,1554608,4280,0,1119460,330332,53336,134208,12208,23556,5751200
2394284,2394252,92200,92108,476,0,14,75212,506964,34996,557064,15060,403904,1308780,0,1554608,5732,0,1114764,341856,64596,134208,12184,23588,5756368
2394284,2394252,92200,92108,476,0,14,95488,526380,35008,515460,15060,403908,1281276,0,1554608,5872,0,1128868,300944,23948,134212,12160,23432,5717016
2394284,2394252,92200,92108,476,0,14,101356,532340,35008,515552,15060,403924,1273808,0,1554608,5912,0,1121292,300952,23948,134212,12144,23432,5718036
2394284,2394252,92200,92108,476,0,14,98612,529480,35008,516112,15060,403916,1273900,0,1554608,5936,0,1120812,301564,24624,134212,12184,23448,5718832
2394284,2394252,92200,92108,476,0,14,98612,529496,35008,516800,15060,403920,1277312,0,1554608,5884,0,1123644,302292,25296,134216,12184,23452,5723556
2394284,2394252,92200,92108,476,0,14,105968,536976,35008,516932,15060,403928,1267404,0,1554608,5928,0,1113612,302216,25304,134216,12184,23452,5725840
2394284,2394252,92200,92108,476,0,14,100200,531176,35024,516212,15060,403960,1263592,0,1554608,5932,0,1110476,301628,24716,134216,12144,23440,5720664
2394284,2394252,92200,92108,476,0,14,105612,536584,35024,516212,15060,403964,1254740,0,1554608,5972,0,1101688,301724,24636,134224,12152,23424,5708444
2394284,2394252,92200,92108,476,0,14,102680,533812,35024,516976,15060,403956,1259376,0,1554608,6040,0,1105384,302332,25308,134224,12144,23424,5712028
2394284,2394252,92200,92108,476,0,14,101672,532700,35024,516852,15060,403964,1259268,0,1554608,6000,0,1105428,302468,25304,134224,12168,23504,5712388
2394284,2394252,92200,92108,476,0,14,100920,532012,35024,517000,15060,403964,1262352,0,1554608,6024,0,1108388,302476,25304,134224,12144,23420,5715064
2394284,2394252,92200,92108,476,0,14,99800,530796,35032,516896,15060,403972,1265544,0,1554608,6048,0,1111756,302300,25304,134192,12152,23432,5718068
2394284,2394252,92200,92108,476,0,14,94284,525360,35064,516944,15060,404012,1262180,0,1554608,6080,0,1108320,302304,25304,134192,12144,23436,5713784
2394284,2394252,92200,92108,476,0,14,92268,523352,35064,516952,15060,404008,1265020,0,1554608,6088,0,1111144,302300,25304,134192,12144,23440,5716528
2394284,2394252,92200,92108,476,0,14,107484,538584,35064,516968,15060,404016,1262732,0,1554608,5264,0,1108900,302468,25304,134192,12168,23524,5715808
2394284,2394252,92200,92108,476,0,14,100428,531492,35068,525864,15060,404012,1280356,0,1554608,5276,0,1117336,311344,34320,134184,12176,23488,5729968
2394284,2394252,92200,92108,476,0,14,96200,528164,35068,528304,15060,404008,1283424,0,1554608,5328,0,1118200,312892,35728,134184,12152,23628,5735796
2394284,2394252,92200,92108,476,0,14,93204,525184,35084,528284,15060,404040,1285664,0,1554608,5444,0,1120392,312716,35752,134184,12184,23504,5737672
2394284,2394252,92200,92108,476,0,14,91972,524332,35084,528688,15060,404040,1287064,0,1554608,5456,0,1121360,312772,35776,134184,12200,23540,5737752
2394284,2394252,92200,92108,476,0,14,89704,520932,35084,528940,15060,404032,1286728,0,1554608,4864,0,1120860,314072,37160,134184,12200,23532,5740980
2394284,2394252,92200,92108,476,0,14,88724,519896,35084,527520,15060,404024,1285748,0,1554608,4844,0,1121304,312792,35796,134184,12200,23532,5739728
2394284,2394252,92200,92108,476,0,14,88276,520272,35084,528348,15060,404036,1287456,0,1554608,4912,0,1122136,312712,35800,134200,12184,23612,5738228
2394284,2394252,92200,92108,476,0,14,85788,517008,35092,527572,15060,404036,1288636,0,1554608,5052,0,1124072,312720,35808,134200,12184,23532,5740880
2394284,2394252,92200,92108,476,0,14,85788,517304,35092,527872,15060,404044,1288440,0,1554608,5056,0,1123636,312836,35812,134200,12176,23532,5737908
2394284,2394252,92200,92108,476,0,14,85788,517052,35092,527620,15060,404036,1298020,0,1554608,3696,0,1133476,312736,35812,134200,12176,23532,5738248
2394284,2394252,92200,92108,476,0,14,85536,516824,35092,527660,15060,404036,1291804,0,1554608,3716,0,1127180,312812,35816,134200,12160,23456,5726280
2394284,2394252,92200,92108,476,0,14,92392,523736,35092,529072,15060,404048,1283484,0,1554608,3768,0,1117448,314096,37184,134200,12176,23456,5727764
2394284,2394252,92200,92108,476,0,14,91692,523840,35100,529868,15060,404060,1286540,0,1554608,3792,0,1119732,314104,37184,134200,12176,23464,5728568
2394284,2394252,92200,92108,476,0,14,99412,530760,35100,529072,15060,404052,1281120,0,1554608,2816,420,1115136,314100,37188,134200,12176,23460,5726636
2394284,2394252,92200,92108,476,0,14,98972,530388,35104,529140,15060,404064,1273004,0,1554608,3216,0,1106848,314104,37192,134180,12176,23468,5728256
2394284,2394252,92200,92108,476,0,14,113784,545188,35104,515132,15060,404064,1268668,0,1554608,3220,0,1116564,300276,23196,134176,12168,23356,5713032
2394284,2394252,92200,92108,476,0,14,122656,554056,35104,515252,15060,404064,1250072,0,1554608,3288,0,1097896,300248,23320,134172,12144,23412,5713048
2394284,2394252,92200,92108,476,0,14,119632,551020,35112,515148,15060,404076,1259808,0,1554608,3296,0,1107664,300260,23320,134172,12160,23424,5720164
2394284,2394252,92200,92108,476,0,14,119632,551244,35112,515480,15060,404076,1259932,0,1554608,3332,0,1107572,300316,23320,134172,12168,23444,5715852
2394284,2394252,92200,92108,476,0,14,119676,551016,35112,506284,15060,404068,1260872,0,1554608,3320,0,1117704,291416,14420,134172,12160,23428,5707164
2394284,2394252,92200,92108,476,0,14,119720,551124,35112,506348,15060,404080,1252292,0,1554608,3336,0,1109072,291332,14420,134172,12160,23424,5707628
2394284,2394252,92200,92108,476,0,14,111208,542704,35120,506656,15060,404076,1263676,0,1554608,3352,0,1120068,291556,14644,134172,12152,23428,5708504
2394284,2394252,92200,92108,476,0,14,118052,549612,35120,506724,15060,404092,1245340,0,1554608,3392,0,1101656,291652,14648,134180,12176,23424,5708560
2394284,2394252,92200,92108,476,0,14,113264,544664,35120,506564,15060,404092,1257180,0,1554608,3392,0,1113716,291644,14648,134180,12152,23428,5709656
2394284,2394252,92200,92108,476,0,14,113264,544944,35120,506732,15060,404084,1249644,0,1554608,3304,0,1106032,291532,14536,134180,12168,23428,5710076
2394284,2394252,92200,92108,476,0,14,113264,544784,35128,506480,15060,404092,1261764,0,1554608,3260,0,1118368,291532,14536,134180,12168,23428,5710912
2394284,2394252,92200,92108,476,0,14,112004,543496,35152,508752,15060,404120,1256656,0,1554608,3276,0,1110920,293764,16776,134180,12144,23444,5714668
2394284,2394252,92200,92108,476,0,14,98064,529556,35152,516640,15060,404116,1276512,0,1554608,3276,0,1122988,301832,24664,134180,12184,23460,5723548
2394284,2394252,92200,92108,476,0,14,96884,528684,35152,516948,15060,404124,1263356,0,1554608,3284,0,1109580,301676,24664,134184,12160,23400,5713888
2394284,2394252,92200,92108,476,0,14,102724,534140,35152,516564,15060,404116,1274664,0,1554608,3204,0,1121264,301744,24664,134192,12184,23400,5714268
2394284,2394252,92200,92108,476,0,14,110092,541576,35152,516664,15060,404120,1266900,0,1554608,3224,0,1113260,301608,24696,134192,12176,23408,5717668
2394284,2394252,92200,92108,476,0,14,109868,541336,35184,516616,15060,404148,1278012,0,1554608,3232,0,1124500,301792,24696,134192,12176,23408,5717724
2394284,2394252,92200,92108,476,0,14,109616,541132,35184,516664,15060,404156,1269828,0,1554608,3236,0,1116264,301692,24696,134192,12176,23492,5717036
2394284,2394252,92200,92108,476,0,14,97840,529988,35184,516624,15060,404152,1275044,0,1554608,4248,0,1121532,301020,24024,134192,12176,23500,5720784
2394284,2394252,92200,92108,476,0,14,97336,528852,35184,515992,15060,404152,1274724,0,1554608,4140,0,1121848,300936,24024,134196,12184,23424,5720872
2394284,2394252,92200,92108,476,0,14,96104,527700,35184,516072,15060,404152,1285412,0,1554608,4140,0,1132404,301020,24024,134196,12184,23428,5720532
2394284,2394252,92200,92108,476,0,14,101204,533048,35208,516976,15060,404176,1271888,0,1554608,4148,0,1118056,301608,24696,134196,12176,23424,5720628
2394284,2394252,92200,92108,476,0,14,98080,529576,35208,516620,15060,404176,1282368,0,1554608,4144,0,1128912,301692,24696,134196,12176,23424,5720632
2394284,2394252,92200,92108,476,0,14,99956,531504,35208,516672,15060,404184,1272304,0,1554608,4148,0,1118724,301692,24696,134180,12152,23428,5721124
2394284,2394252,92200,92108,476,0,14,91712,523268,35208,516680,15060,404176,1282404,0,1554608,2636,0,1128856,301608,24696,134180,12168,23424,5720796
2394284,2394252,92200,92108,476,0,14,91488,523092,35208,516056,15060,404184,1272664,0,1554608,2676,0,1119708,301020,24024,134176,12176,23428,5721124
2394284,2394252,92200,92108,476,0,14,91488,523032,35240,516636,15060,404184,1283744,0,1554608,2768,0,1130168,301692,24696,134176,12176,23512,5723204
2394284,2394252,92200,92108,476,0,14,92800,524388,35240,517352,15060,404216,1268224,0,1554608,2868,0,1113972,302532,25368,134176,12184,23512,5721872
2394284,2394252,92200,92108,476,0,14,91540,523128,35240,516680,15060,404208,1278884,0,1554608,2864,0,1125288,301612,24696,134176,12168,23432,5722360
