Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Cluster
"-2,685980333","0,2668777372","-1,384663843","-0,154919139","-0,431990074","-0,085244637",5
"-2,757170751","0,2880571588","-1,493788129","-0,049506581","-0,284605312","-0,124654245",5
"-2,782428628","0,2830322752","-1,37477636","-0,152334464","-0,367024123","-0,055446734",5
"-2,669821725","0,0435236191","-0,98002822","0,0723462947","-0,134559776","-0,234528498",5
"-2,557676669","0,1475093621","-0,940795372","-0,07269915","-0,343641597","-0,173950485",5
"-2,693909511","0,1815723712","-0,979349006","-0,077241787","-0,374412109","-0,178606568",5
"-2,661767585","0,092183118","-1,107639386","0,1711243697","0,0205984354","-0,260531029",5
"-2,655740788","0,0910321956","-1,096368213","0,1691821396","0,0139090614","-0,26329278",5
"-2,5972732","0,1265200254","-1,015267074","0,0667150166","-0,1602843","-0,196196004",5
"-2,558754214","0,2456767314","-1,189914777","-0,014473891","-0,39646825","-0,225458464",5
"-2,595043914","0,3347836729","-1,272479009","-0,049620614","-0,443274648","-0,219710774",5
"-2,558129514","0,1833269455","-1,245405151","0,1170773859","-0,237764703","-0,318875232",5
"-2,50891979","0,2850710878","-1,199036791","-0,042933518","-0,519661958","-0,279580244",5
"-2,523013809","0,257226993","-1,197576645","-0,026157632","-0,562685278","-0,32259973",5
"-2,424719628","0,2985476395","-1,20802126","-0,046856193","-0,656928275","-0,349423217",5
"-2,522232852","0,2956391112","-1,221504208","-0,062470635","-0,580743107","-0,290960044",5
"-2,73002599","0,4290951069","-1,416890618","-0,101177371","-0,504827658","-0,175103937",5
"-2,693661471","0,4302585748","-1,432354008","-0,100680285","-0,442718356","-0,1396387",5
"-2,804305726","0,4106824256","-1,419342422","-0,082023374","-0,469578292","-0,17529771",5
"-2,770843674","0,4261597153","-2,342547571","0,677038537","0,3597602893","-0,569404576",4
"-2,70124987","0,4432005256","-2,26211757","0,6153964602","0,3256786142","-0,520832669",4
"-2,897444076","0,4616405803","-2,316403133","0,6129933617","0,3481067985","-0,495051192",4
"-2,912405383","0,4821670124","-2,302170073","0,5580834146","0,3079472569","-0,448353735",4
"-2,766947605","0,6624351306","-1,857506159","-0,061137368","-0,457314574","-0,141201712",5
"-2,921346616","0,5102032932","-1,720073983","0,0020071404","-0,351648702","-0,173681559",5
"-3,095828052","0,3409962173","-1,97376324","-0,48373718","-0,011928284","0,5642580012",5
"-2,989926445","0,4058373314","-1,782499379","-0,148216372","-0,144599905","0,1061711536",5
"-3,002335027","0,5361078614","-1,873377743","-0,160070251","-0,261477588","0,1133048545",5
"-2,973392407","0,4000758413","-1,755539427","-0,131803275","-0,180158021","0,0675540396",5
"-2,971870494","0,3964667073","-1,757374207","-0,127223569","-0,181603936","0,0618455598",5
"-2,969251788","0,4542463881","-1,687398941","-0,249088849","-0,344291558","0,1170501656",5
"-2,920100496","0,4529005837","-1,661432892","0,0232642463","-0,263332594","-0,156860709",5
"-2,898958737","0,4952494504","-1,457352431","-0,181975851","-0,524399367","-0,064277258",5
"-2,849572354","0,5078616444","-1,437258681","-0,176111912","-0,475739804","-0,048500379",5
"-2,862625228","0,5165350458","-1,465510593","-0,191516277","-0,580436473","-0,082248028",5
"-2,881370087","0,4593223577","-1,584730983","-0,191169898","-0,271380629","0,0755183525",5
"-2,853667188","0,4079172994","-1,710903614","-0,086435749","-0,25362944","-0,030925638",5
"-2,914567632","0,4479380804","-1,716474144","-0,098773627","-0,238600911","-0,006546138",5
"-2,758835904","0,4380446362","-1,709097232","-0,107816281","-0,252788064","-0,006193695",5
"-2,920311959","0,4074440972","-1,677049986","-0,079121348","-0,225057445","-0,027101892",5
"-2,834448211","0,43675982","-1,495686678","-0,306970119","-0,541487679","0,0650765334",5
"-2,844551223","0,4078844861","-1,454969417","-0,293241042","-0,509526084","0,0606524442",5
"-2,719959278","0,394474945","-1,620737864","-0,084462597","-0,246302269","-0,041743395",5
"-2,798474988","0,3409498601","-1,483383824","-0,153082377","-0,354861635","-0,027930857",5
"-2,753468749","0,4629925149","-1,594560013","-0,217670255","-0,519156643","-0,024945153",5
"-2,809868496","0,3894046682","-1,506333098","-0,172650639","-0,396150028","-0,023787583",5
"-2,810465266","0,4000490475","-1,491835133","-0,171420119","-0,39621577","-0,027330742",5
"-2,759119068","0,3535401904","-1,450103745","-0,150972243","-0,322020972","-0,017481935",5
"-2,745017442","0,4077473061","-1,541641906","-0,19623217","-0,520176165","-0,05747665",5
"-2,736255876","0,3216610423","-1,559204448","-0,05669536","-0,311447769","-0,116231488",5
"-2,664117834","0,2485218792","-1,484878613","-0,057237464","-0,164803932","-0,051654853",5
"-2,756091508","0,350609976","-1,483294227","-0,197354802","-0,405471142","-0,006504585",5
"-2,695988631","0,3661354783","-1,477300198","-0,197884597","-0,341158511","0,0279626612",5
"-2,836091014","0,528406373","-1,772991032","-0,139398772","-0,368063108","-0,022688005",5
"-2,827649565","0,4232646117","-1,656350237","-0,096666018","-0,270607548","-0,035733138",5
"-2,709397372","0,2949139653","-1,427614137","-0,164146084","-0,267545054","0,022510509",5
"-2,787719612","0,3744026348","-1,516371563","-0,192096721","-0,37378583","0,0105106277",5
"-2,748880369","0,4182269413","-1,426013808","-0,306179875","-0,55338944","0,0452831781",5
"-2,767439611","0,3881420455","-1,387488873","-0,291952392","-0,525587847","0,0386702836",5
"-2,631031168","0,3812399901","-1,251887097","-0,404061203","-0,737119397","0,0461159855",5
"-2,615130481","0,3207200544","-1,504927765","-0,078737295","-0,361106996","-0,129906749",5
"-2,602129143","0,3386797896","-1,413523022","-0,184956665","-0,483153627","-0,07389107",5
"-2,651149911","0,3473831238","-1,415185441","-0,186485588","-0,509500818","-0,084812125",5
"-2,700340891","0,3699315788","-1,495674748","-0,194943642","-0,460743118","-0,035270431",5
"-2,709869762","0,3324256898","-1,463505903","-0,182333561","-0,430417502","-0,038088286",5
"-2,64550287","0,415202807","-1,542896499","-0,223765907","-0,54428317","-0,041212967",5
"-2,714607928","0,3449121588","-1,448886219","-0,180928548","-0,430753192","-0,042170537",5
"-2,715651139","0,4493255089","-1,425058263","-0,315900644","-0,598406173","0,0312693258",5
"-2,700913109","0,3569381592","-1,578564208","-0,084664537","-0,329582325","-0,09420749",5
"-2,676583438","0,3523733759","-1,563368402","-0,08388321","-0,332563551","-0,098803192",5
"-2,573368126","0,1954960738","-1,418928928","-0,035210586","-0,264583569","-0,138451403",5
"-2,488266082","0,2849061459","-1,35984074","-0,168632793","-0,405944961","-0,058285395",5
"-2,553428153","0,1792953535","-1,401225152","-0,02919807","-0,277274004","-0,155404687",5
"-2,499745632","0,2045636095","-1,732720727","0,2505659698","-0,028782266","-0,336219207",5
"-2,590904904","0,2326430046","-1,2261089","-0,220338765","-0,503021991","-0,060120759",5
"-2,447547456","0,0749022198","-1,825206326","0,5725893181","0,4534981967","-0,469249597",4
"-2,535966728","0,1849317755","-1,967462815","0,5245143335","0,3106321748","-0,469045429",4
"-2,505446242","0,167536127","-1,971601099","0,5243320929","0,3014382092","-0,47218519",4
"-2,491535346","0,1676495944","-1,922323261","0,5380807625","0,3970181065","-0,444021224",4
"-2,506228239","0,0895205929","-1,890810073","0,5509765018","0,3540378766","-0,485802845",4
"-2,506666246","0,0573262594","-1,844399268","0,5626435198","0,3803279125","-0,491214175",4
"-2,579887199","0,2033453706","-2,026289408","0,532867564","0,3275005932","-0,416977204",4
"-2,558547867","0,3693905814","-1,636431482","-0,047084882","-0,348342804","-0,146169052",5
"-2,536492396","0,3827913251","-1,492202236","-0,202148921","-0,547432057","-0,076641092",5
"-2,570200076","0,3556796311","-1,546197277","0,0506909275","-0,43627091","0,0387093042",5
"-2,538795634","0,4252312059","-1,655641857","-0,148712248","-0,479738102","-0,093332653",5
"-2,51646208","0,4496209894","-1,53236562","-0,241084549","-0,624909864","-0,068222659",5
"-2,525967897","0,3435846778","-1,431462713","-0,1934195","-0,528074024","-0,085481198",5
"-2,479176034","0,4311867216","-1,520194924","-0,235061783","-0,6382191","-0,084582174",5
"-2,55273041","0,3582341905","-1,41545252","-0,195663247","-0,534766507","-0,089266642",5
"-2,450002067","0,4620890525","-1,693855804","-0,108995244","-0,536916951","-0,170412018",5
"-2,821876738","0,4675931382","-2,315614275","0,440429039","0,3149656598","-0,316678423",4
"-2,768138273","0,4434595128","-2,297366363","0,4430058386","0,3019445007","-0,329586747",4
"-2,811041378","0,4368455306","-2,235965745","0,4728866327","0,4536320144","-0,291966041",4
"-2,880309965","0,4359160587","-2,245428253","0,4662826487","0,3983716987","-0,31150447",4
"-2,813127621","0,3616081005","-2,195002985","0,483868002","0,4069993074","-0,334223165",4
"-2,726878736","0,3920388602","-2,204088732","0,4761203329","0,4206465325","-0,317698975",4
"-2,750960554","0,3620977958","-2,206900372","0,4772332121","0,3509127441","-0,355249496",4
"-2,605334997","0,5586298259","-1,71334492","-0,188258791","-0,457228255","-0,021074195",5
"-2,759649572","0,5612107882","-1,750226867","-0,134566128","-0,396166226","-0,048716563",5
"-2,726029494","0,3999986552","-1,608292186","-0,074131206","-0,273621749","-0,072336619",5
"-2,719960508","0,3909350504","-1,459420779","-0,169015012","-0,371012195","-0,023305751",5
"-2,58835158","0,3636948795","-1,407478242","-0,175848166","-0,46758232","-0,076743049",5
"-2,586127519","0,4394297623","-1,465906127","-0,202219976","-0,538732868","-0,075981166",5
"-2,615575273","0,3861125038","-1,405365682","-0,169312265","-0,455485094","-0,078141078",5
"-2,601956792","0,3848756778","-1,40094641","-0,168129964","-0,454014375","-0,079439415",5
"-2,716841915","0,4252290206","-1,465758016","-0,180745276","-0,425784341","-0,038264223",5
"-2,633191855","0,3833821086","-1,440805974","-0,170994596","-0,450792114","-0,066442114",5
"-2,78590876","0,4549346377","-1,512481617","-0,17824393","-0,394930415","-0,017381668",5
"-2,629157617","0,4380308264","-1,354992973","-0,283318264","-0,50524689","0,0337965919",5
"-2,760505716","0,3286529115","-1,467773698","-0,024921025","-0,184699564","-0,100167959",5
"-2,635431653","0,324911714","-1,329815601","-0,123543821","-0,282158987","-0,047324579",5
"-2,75388504","0,455120842","-1,460843835","-0,172819031","-0,421065445","-0,046111433",5
"-2,757731662","0,2468299414","-1,491549736","-0,201712799","-0,125047369","0,1207518252",5
"-2,701151815","0,3392397653","-1,419459572","-0,050831336","-0,253016308","-0,118411609",5
"-2,578143056","0,3963192557","-1,471687494","-0,082635832","-0,38417255","-0,145649568",5
"-2,67506086","0,433098817","-1,376852439","-0,177858345","-0,449085411","-0,070793697",5
"-2,676644476","0,3077215619","-1,358856777","-0,025429574","-0,226565176","-0,14204335",5
"-2,716488982","0,1850064545","-2,056452844","0,6892406206","0,6888928641","-0,461641288",4
"-2,694692271","0,2908446858","-2,026471514","0,5013988566","0,3869755394","-0,394770302",4
"-2,678547444","0,2937176053","-2,015046243","0,5189801695","0,3816609734","-0,418378806",4
"-2,583554349","0,2513674862","-1,984488256","0,5207810086","0,3602909037","-0,436144655",4
"-2,646234036","0,3103076586","-2,064938627","0,4896585333","0,2275575081","-0,458940136",4
"-2,717381015","0,3426177001","-2,141723277","0,4883328586","0,2764655891","-0,419306941",4
"-2,686777582","0,2518194106","-2,02998526","0,5396208015","0,4358357715","-0,409636004",4
"-2,566362361","0,2735324898","-2,069016345","0,5150966949","0,3535671287","-0,420544079",4
"-2,581229964","0,400311463","-1,564665769","-0,055065127","-0,30809291","-0,12352185",5
"-2,493294655","0,5029264759","-1,543773114","-0,212672396","-0,537519609","-0,055615692",5
"-2,514906311","0,5706854109","-1,61781678","-0,24463907","-0,629308757","-0,056909998",5
"-2,561434228","0,4895808633","-1,515516398","-0,204067866","-0,522821721","-0,06049088",5
"-2,613592092","0,2781983822","-1,410100927","-0,009130915","-0,197462314","-0,135997547",5
"-2,639384794","0,3250402704","-1,492539124","-0,040218593","-0,320563201","-0,154226444",5
"-2,525723631","0,3449001528","-1,460203497","-0,033663842","-0,210924958","-0,109486302",5
"-2,540029829","0,3176362529","-1,459221302","-0,040107418","-0,27138479","-0,134019774",5
"-2,540594436","0,4442344959","-1,467359945","-0,188806248","-0,505034458","-0,07482818",5
"-2,548360262","0,3261871269","-1,365857208","-0,14956914","-0,412980944","-0,084219983",5
"-2,462404221","0,4298520369","-1,453042586","-0,186744338","-0,455448606","-0,053403172",5
"-2,559806342","0,3639010182","-1,403610997","-0,16034391","-0,446983456","-0,084600977",5
"-2,474996226","0,3299269557","-1,339674688","-0,148120141","-0,362820027","-0,063669389",5
"-2,61166611","0,3941713974","-1,42149153","-0,162491122","-0,424493084","-0,068057482",5
"-2,512467602","0,4227589785","-1,457097661","-0,191433893","-0,512410899","-0,077497325",5
"-2,727774711","0,4781086329","-1,380920358","-0,268547461","-0,494119112","0,0229189959",5
"-2,771883359","0,2966178732","-1,796554086","0,588089272","-0,577294432","1,6062426803",5
"-2,710570156","0,3364390652","-1,477450946","-0,309364635","-0,160771497","0,2360451318",5
"-2,727427077","0,4577559185","-1,621897165","-0,347736908","-0,358304871","0,2363150332",5
"-2,771984919","0,347565877","-1,474962588","-0,293474271","-0,223298218","0,1864387978",5
"-2,730072461","0,3986875538","-1,529998294","-0,308734159","-0,305677026","0,1677361626",5
"-2,659480135","0,3766215976","-1,60275791","-0,198475272","-0,132763325","0,1303843343",5
"-2,744079161","0,4816303765","-1,601234854","-0,077061748","-0,277130784","-0,074913844",5
"-2,758986174","0,4717718942","-1,557896253","-0,062964492","-0,233960736","-0,07421845",5
"-2,644569553","0,3931645021","-1,365225518","-0,133945334","-0,273724407","-0,028751508",5
"-2,676263453","0,4165948127","-1,402401286","-0,149140418","-0,356365411","-0,049285939",5
"-2,639761868","0,4752088297","-1,461584355","-0,14331619","-0,303892616","0,0610352705",5
"-2,711010528","0,4904940146","-1,384728475","-0,2932356","-0,471454067","0,0639171228",5
"-2,558427989","0,4234004323","-1,318304334","-0,27414305","-0,531669727","0,001552712",5
"-2,638507433","0,4293077752","-1,316908744","-0,256366341","-0,4648291","0,0165362508",5
"-2,555629255","0,5014685098","-1,393605413","-0,300887547","-0,580811403","0,0159617366",5
"-2,60441384","0,450423829","-1,325831058","-0,272231652","-0,515218274","0,0096391117",5
"-2,636489859","0,3466737732","-1,239787982","-0,229304802","-0,426021993","-0,003936694",5
"-2,638442114","0,3091139322","-1,432562288","-0,000146091","-0,15602213","-0,122160361",5
"-2,607874293","0,3739201907","-1,476000063","-0,041976614","-0,242879866","-0,113164345",5
"-2,523867001","0,4243528305","-1,402285831","-0,157574284","-0,350231738","-0,036872429",5
"-2,544487451","0,475201821","-1,476973055","-0,188665319","-0,46928301","-0,054219491",5
"-2,540833009","0,4287593156","-1,425564794","-0,173141938","-0,452967295","-0,070286502",5
"-2,601453276","0,4035125881","-1,501745395","-0,04615711","-0,277935583","-0,12418566",5
"-2,491486804","0,3576213628","-1,43315183","-0,026835794","-0,200393864","-0,115445616",5
"-2,526986253","0,4363281733","-2,211265158","0,543439155","0,3168581207","-0,461620387",4
"-2,598459398","0,1746601389","-1,849741372","0,6109317977","0,5544250866","-0,453846899",4
"-2,574322714","0,1751274997","-1,982264534","0,7283325317","0,6593220042","-0,529136081",4
"-2,560409412","0,2900842409","-2,006321089","0,6219416531","0,4587207174","-0,503738801",4
"-2,580191932","0,2768689019","-2,131716205","0,7485511504","0,6346985192","-0,552700502",4
"-2,63379635","0,2068462469","-1,974647551","0,72877999","0,6637319415","-0,528779874",4
"-2,538845971","0,2738261375","-1,952192547","0,5410481292","0,391639577","-0,448575706",4
"-2,566680986","0,2499172571","-1,92822897","0,5610099052","0,423069361","-0,457661879",4
"-2,570245182","0,5656247134","-1,659900132","-0,121630852","-0,579211448","-0,178175942",5
"-2,51317662","0,4981775765","-1,440814409","-0,184010277","-0,543393934","-0,106216624",5
"-2,522264741","0,4607652802","-1,404220143","-0,166119251","-0,520439034","-0,119227644",5
"-2,417131408","0,4000582479","-1,432945169","-0,039877173","-0,306096959","-0,159689407",5
"-2,575140758","0,493704982","-1,413937306","-0,169517704","-0,504277499","-0,105508604",5
"-2,497044269","0,4595135938","-1,382795903","-0,170733852","-0,525022608","-0,119623856",5
"-2,434614217","0,4686132061","-1,358979983","-0,166776032","-0,473396","-0,100430746",5
"-2,530634982","0,3706152394","-1,372860775","-0,159673577","-0,528584068","-0,133518407",5
"-2,482329779","0,3786880277","-1,402278347","-0,169193391","-0,571401138","-0,141831108",5
"-2,40409979","0,3523257268","-1,375991152","-0,162215612","-0,576393619","-0,156276905",5
"-2,432418936","0,2470278247","-1,369639669","-0,000897796","-0,345549239","-0,23070365",5
"-2,456150461","0,3006239574","-1,41298584","-0,015505546","-0,365299717","-0,218770561",5
"-2,474628392","0,2805187313","-1,366862234","-0,003576522","-0,333740851","-0,22161709",5
"-2,398239599","0,2309842844","-1,356356602","-0,017545444","-0,347947409","-0,216291106",5
"-2,572453491","0,3820956578","-1,377404346","-0,134771612","-0,427574263","-0,108798287",5
"-2,634128972","0,54243969","-1,672968111","-0,087587009","-0,402482609","-0,116578812",5
"-2,586660424","0,5030572494","-1,536810499","-0,179253335","-0,504994518","-0,073048575",5
"-2,670999839","0,4839821432","-1,478209802","-0,153105727","-0,414203727","-0,06236826",5
"-2,590693679","0,5143714742","-1,666115598","-0,088663228","-0,410411772","-0,12106165",5
"-2,588261227","0,4815451099","-1,588222776","-0,059498117","-0,279940103","-0,09605248",5
"-2,68939023","0,4781948639","-1,480135296","-0,158549731","-0,423848045","-0,060428734",5
"-2,664201426","0,5171615276","-1,42117886","-0,275006702","-0,591244671","-0,012189581",5
"-2,671269986","0,4986056434","-1,533212592","-0,17006258","-0,452546372","-0,054890535",5
"-2,703439886","0,394526742","-1,52073591","-0,01998189","-0,224364288","-0,119211135",5
"-2,648005815","0,5206262596","-1,602179202","-0,063787427","-0,260974456","-0,07854892",5
"-2,688386604","0,4264586078","-1,536458875","-0,036912215","-0,264872826","-0,119279401",5
"-2,667338967","0,4324201894","-1,449328073","-0,13990294","-0,393476409","-0,06970326",5
"-2,725437923","0,2485880444","-1,370623706","0,4284848781","-0,69170635","1,2720523138",5
"-2,669187593","0,3181219678","-1,610124559","-0,219919928","-0,188658923","0,1265231586",5
"-2,671395317","0,3237458102","-1,606662997","-0,213511988","-0,18952974","0,1177794335",5
"-2,677420935","0,3636021128","-1,630746897","-0,223235861","-0,227595966","0,1118522706",5
"-2,611662373","0,2702760912","-1,168157714","-0,179057056","-0,414270741","-0,065439193",5
"-2,571071302","0,4114408826","-1,432812242","-0,156210169","-0,465661735","-0,093409731",5
"-2,678087852","0,4327997485","-1,436935985","-0,142175944","-0,403244235","-0,073662006",5
"-2,73267291","0,454068623","-1,48748214","-0,143168132","-0,373512424","-0,048817095",5
"-2,688263902","0,3098392758","-1,229836229","-0,19156862","-0,388159371","-0,023765069",5
"-2,654248601","0,3799317255","-1,424364857","-0,124233371","-0,364289773","-0,074206983",5
"-2,688245343","0,4519085734","-1,381625575","-0,23675129","-0,502571895","-0,013909631",5
"-2,589332034","0,4092952911","-1,529561899","-0,028572439","-0,210014226","-0,100829042",5
"-2,508751173","0,3968560208","-1,538685254","-0,038506798","-0,278568184","-0,124684017",5
"-2,592357707","0,3621687042","-1,389075028","-0,12336413","-0,383545504","-0,090924467",5
"-2,575168901","0,3476157386","-1,384312215","-0,119392768","-0,395419911","-0,102319302",5
"-2,60703774","0,3311677789","-1,3251241","-0,089832034","-0,25281698","-0,069109853",5
"-2,656590755","0,3897496753","-1,40621003","-0,118193391","-0,378283646","-0,091369041",5
"-2,502185582","0,2868734881","-1,270275917","-0,085715948","-0,293441261","-0,102900375",5
"-2,603471912","0,2957392743","-1,310060518","-0,085575829","-0,333193883","-0,118150186",5
"-2,62997282","0,4559689007","-1,221072899","-0,33894736","-0,689875606","-0,005131049",5
"-2,631079001","0,5279754171","-1,297667811","-0,384780877","-0,736251897","0,0307853239",5
"-2,678862558","0,4591858737","-1,320424816","-0,245880447","-0,545743835","-0,036050684",5
"-2,58470821","0,369570147","-1,469693793","-0,014122075","-0,331043318","-0,190055692",5
"-2,604938763","0,4032898083","-1,38134442","-0,122844477","-0,449713224","-0,128773245",5
"-2,609059737","0,4253266273","-1,282637916","-0,230152588","-0,581302288","-0,076761288",5
"-2,558682935","0,3492211289","-1,091058125","-0,30128584","-0,663663096","-0,05421094",5
"-2,511667187","0,2671974127","-1,335931553","0,025416437","-0,300978561","-0,240077255",5
"-2,463819959","0,3450579243","-1,254913997","-0,09844245","-0,401070616","-0,151276654",5
"-2,459872731","0,2490492312","-1,054906369","-0,149460158","-0,431455285","-0,12500248",5
"-2,434740136","0,3063769703","-1,121319596","-0,185655589","-0,511091714","-0,116002566",5
"-2,509304644","0,2860366092","-1,165058796","-0,215045268","-0,532765865","-0,091065966",5
"-2,545569554","0,4219187553","-1,260975592","-0,256609181","-0,642035813","-0,086079257",5
"-2,461609547","0,4190948771","-1,269910803","-0,25930158","-0,70534187","-0,11497751",5
"-2,542174487","0,461741167","-1,314315789","-0,263924888","-0,667991336","-0,082420409",5
"-2,465172607","0,3322763837","-1,291769582","-0,1158771","-0,512030297","-0,185225536",5
"-2,482065092","0,3462141957","-1,293670001","-0,115616889","-0,502764411","-0,180514884",5
"-2,500495462","0,3546022491","-1,27640216","-0,11389337","-0,516032243","-0,192324898",5
"-2,390284611","0,3163315877","-1,2124366","-0,090072714","-0,422084846","-0,179506328",5
"-2,398081461","0,3137979486","-1,219659698","-0,107587201","-0,550313074","-0,22592613",5
"-2,351075563","0,1688868598","-1,169808056","0,0490576762","-0,346308774","-0,317502454",5
"-2,34575507","0,1606779821","-1,175072747","0,0522540735","-0,349575574","-0,322257851",5
"-2,381145407","0,2242532345","-0,98583367","-0,16382281","-0,59562543","-0,207397564",5
"-2,283066962","0,2893951185","-1,06114768","-0,202070258","-0,710129723","-0,214546974",5
"-2,23032873","0,2329431809","-0,990035133","-0,181466693","-0,696150055","-0,241336018",5
"-2,160808502","0,3232929779","-1,2088372","-0,119036619","-0,703900691","-0,301152865",5
"-2,163411979","0,0807156816","-1,766873297","0,6824611759","0,2944779788","-0,697654552",4
"-2,170042529","0,253766149","-1,870378996","0,6575551313","0,1300601476","-0,738251938",4
"-2,107854798","0,2437723413","-1,7695388","0,6272187987","0,1575077471","-0,697149068",4
"-2,069124903","0,2241080234","-1,75996091","0,6255653901","0,1403730597","-0,705047273",4
"-2,170880417","0,2013928212","-1,747224249","0,6300342297","0,1214192851","-0,720886067",4
"-2,283535349","0,2907776899","-1,846688529","0,610083863","0,1336390533","-0,67617584",4
"-2,21364184","0,28950453","-1,855335191","0,5993970855","0,0767741496","-0,693287259",4
"-2,175654678","0,3825306223","-1,948611851","0,5588877403","-0,031517713","-0,691550187",4
"-2,208524453","0,25863867","-1,813108253","0,6152237982","0,1083642891","-0,69989728",4
"-2,39311362","0,1315295092","-1,759519898","0,6365876751","0,2444329493","-0,66000751",4
"-2,442702667","0,1766234298","-1,784589876","0,6338947946","0,3008344847","-0,623022741",4
"-2,446716513","0,1931846563","-1,773270301","0,6592221818","0,2929982703","-0,65600221",4
"-2,427803429","0,2213213643","-1,803034873","0,6452153854","0,2587403015","-0,654237172",4
"-2,403201301","0,0996214649","-1,693105581","0,6914668319","0,3477597067","-0,674871666",4
"-2,47711879","-2,048313e-5","-2,067851193","0,0461736005","0,6149590093","0,2126492208",4
"-2,409045595","0,1812739899","-1,292184993","-0,192900087","-0,38541125","-0,050042015",5
"-2,278787757","0,2910660453","-1,273784798","0,0540535752","-0,38040174","-0,32452774",5
"-2,604923688","0,4230447074","-1,405325625","0,0415787409","-0,333180858","-0,263848327",5
"-2,660663421","0,3837923717","-1,14330492","-0,132926871","-0,465562456","-0,145091662",5
"-2,589581403","0,3559663837","-1,250558208","-0,040171244","-0,404612235","-0,215799797",5
"-2,635514218","0,4186731642","-1,295272528","-0,055969012","-0,424155513","-0,201909986",5
"-2,530719274","0,372713438","-1,237211503","-0,041367715","-0,340493775","-0,181864756",5
"-2,558374257","0,3441770904","-1,251076681","-0,037605651","-0,411009234","-0,221287848",5
"-2,596652663","0,3156406523","-1,323036533","0,0826104408","-0,226289751","-0,26354396",5
"-2,566613182","0,3131457401","-1,084641675","-0,117763016","-0,449720124","-0,16135393",5
"-2,513384577","0,3189093676","-1,315178381","0,0832038588","-0,27593361","-0,29332774",5
"-2,513810918","0,2225143139","-1,120942771","0,0083493152","-0,320731389","-0,244317211",5
"-2,51493413","0,3397452295","-1,225512878","-0,034139408","-0,405405506","-0,227093465",5
"-2,493194571","0,2194648019","-1,104951989","0,0105605932","-0,323506741","-0,250801281",5
"-2,50449908","0,0944020359","-1,099301144","0,1617254515","-0,097579698","-0,316889855",5
"-2,454057137","0,1776588273","-1,058092671","0,0338974568","-0,26656786","-0,254828959",5
"-2,552912752","0,1746177242","-1,074346752","0,0385804275","-0,231992996","-0,237463841",5
"-2,531118587","0,3424184823","-1,237664804","-0,030625831","-0,406794302","-0,228811285",5
"-2,567005266","0,3124073079","-1,33897138","0,0746155019","-0,33278337","-0,308114469",5
"-2,442238848","0,2342994039","-1,102946914","-0,009319575","-0,246422635","-0,1890303",5
"-2,506221993","0,2570102131","-1,163026646","-0,023305335","-0,336026698","-0,211681898",5
"-2,448060685","0,2278897614","-1,107796067","-0,006323995","-0,257629682","-0,197524721",5
"-2,513855401","0,3275374099","-1,229866281","-0,053231318","-0,412834982","-0,208787885",5
"-2,528310823","0,2626445448","-1,15077178","-0,024513654","-0,353750119","-0,221182898",5
"-2,594737091","0,2044802047","-1,020554637","-0,093875941","-0,340055293","-0,137447726",5
"-2,838687939","0,3665904376","-1,204243604","-0,11928351","-0,262783442","-0,037788211",5
"-2,969030197","0,3809450064","-1,529055672","0,08187809","0,0694788698","-0,066314136",5
"-2,966600594","0,3823587692","-1,523501856","0,0864529063","0,0668866277","-0,073792846",5
"-2,825360413","0,2224963782","-1,142528329","0,2310017367","0,1546710498","0,1995692887",5
"-2,926309713","0,1281073039","-1,259316589","-0,174503801","0,2902093073","0,3021685032",5
"-2,850388009","0,0700851412","-0,870524206","0,0193393431","0,2904483875","0,0527359243",5
"-2,821475323","0,0932267121","-0,888059881","0,0047690776","0,1041088791","-0,005639895",5
"-2,852901011","0,1411658733","-0,92691835","-0,016360409","0,075936808","-0,011930217",5
"-2,74065931","0,0991117735","-0,844595312","-0,000960897","0,1509494225","-0,002078998",5
"-2,755060339","0,2229598221","-1,132188548","0,0426169273","0,1696250441","-0,012722336",5
"-2,864886434","0,2613927635","-1,199935962","0,0248417375","0,0749800634","-0,032834553",5
"-2,720483163","0,1693491846","-1,085922475","0,0515774001","0,0782431109","-0,079655601",5
"-2,649426021","0,1814184925","-1,036141077","0,0589359842","0,1264793235","-0,071978436",5
"-2,660460533","0,3133887884","-1,239667843","0,0109049076","-0,232426188","-0,177554835",5
"-2,619725923","0,3151791099","-1,338578198","0,1070555274","-0,150169803","-0,244048988",5
"-2,582523774","0,3255899751","-1,319008699","0,1071740863","-0,116605077","-0,229194933",5
"-2,633038495","0,2508095953","-1,22140266","0,1505072814","-0,0039705","-0,231992796",5
"-2,761691776","0,2821074529","-1,254553106","0,1438205526","-0,034756284","-0,23517552",5
"-2,625110174","0,2638241629","-1,12717019","0,0416865057","-0,133922208","-0,17737342",5
"-2,670037591","0,3573199202","-1,235397443","-0,003534178","-0,296866359","-0,196229802",5
"-2,627807299","0,4142694546","-1,298143229","-0,02538682","-0,361787282","-0,198380168",5
"-2,689049753","0,4083189311","-1,286257948","-0,01572972","-0,310852605","-0,182268166",5
"-2,592177225","0,4839540231","-1,270253013","-0,162558439","-0,561518396","-0,138585539",5
"-2,796650319","0,5069554281","-1,308640779","-0,145659188","-0,422179406","-0,075470349",5
"-2,523093922","0,4241451689","-1,168040853","-0,129971467","-0,437625921","-0,126071521",5
