r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7,Principale8
2,0,249264,64384,8004,428848,0,0,0,28,8002,792,1,81,17,0,"1,6710051382","-0,828953094","-0,75035235","0,3906258817","-0,096416002","-0,876499949","-0,107745979","0,273729788"
2,0,249264,64384,8004,428852,0,0,0,0,8008,771,4,82,14,0,"1,8601600137","-0,885722013","-0,716113591","0,1120400409","0,0422292748","0,201208688","0,2876758167","0,2584866475"
4,0,249264,64384,8004,428852,0,0,0,0,7234,698,3,81,17,0,"1,7024191582","-0,634797929","-0,660971131","0,3503381335","-0,359807588","-0,157353795","0,2462268856","-0,341932463"
2,0,249264,64384,8004,428856,0,0,0,12,7337,676,3,78,19,0,"1,3529005036","-0,809085704","-0,626605878","0,1440143934","-0,127012729","-0,192073197","0,1469366699","0,255500818"
2,0,249264,64132,8004,428860,0,0,0,0,7887,732,6,83,11,0,"1,9459339859","-0,909783835","-0,684392802","-0,096226551","0,1209122128","0,8931575959","0,5351374223","0,2681789074"
2,0,249264,64132,8012,428868,0,0,0,16,6533,644,4,67,29,0,"0,9363262487","-0,750166901","-0,39680079","-0,090246885","-0,248402166","0,1884534611","0,3479666112","0,198103628"
0,0,249264,64132,8012,428872,0,0,0,0,7804,661,3,79,18,0,"1,1759126838","-1,056715066","-0,658047469","-0,004588352","0,1515815623","-0,242232506","0,0162901656","0,8839849838"
0,0,249264,64132,8012,428872,0,0,0,0,6795,643,1,71,28,0,"0,6039201855","-0,956500801","-0,505254437","0,1034670943","-0,089042499","-0,927707919","-0,18041277","0,8344501089"
3,0,249264,64132,8012,428876,0,0,0,0,7225,720,3,81,17,0,"1,641536954","-0,74479257","-0,646539308","0,2573389861","-0,226999301","-0,163285005","0,2107976437","-0,039954066"
1,0,249264,64132,8012,428880,0,0,0,0,7239,680,4,79,17,0,"1,3392885615","-0,936906996","-0,604477007","-0,035068617","0,0496411545","0,1567472023","0,2381015502","0,5551727715"
4,0,249264,64132,8020,428880,0,0,0,16,6873,670,4,76,20,0,"1,5503071406","-0,608783963","-0,54542429","0,1707203519","-0,391519755","0,1944958725","0,3986914555","-0,356649239"
2,0,249264,64132,8020,428884,0,0,0,0,6905,732,3,83,15,0,"1,5588881328","-0,826754019","-0,641517013","0,1771216684","-0,090503866","-0,162601073","0,1792981265","0,250518828"
0,0,252864,74384,7844,415812,4,3752,4,3752,6838,775,10,83,7,0,"3,6046858036","7,8043993223","-0,859920725","-8,045321337","3,2051319233","0,2697765351","-0,291680962","1,1411354578"
3,0,252864,68560,7844,415692,0,0,0,56,7116,754,2,92,6,0,"1,3994328444","-0,281814868","-1,214960361","0,5620525083","1,0652447976","-0,111580758","-0,860833037","-0,716743203"
6,0,252864,75944,7844,415664,0,0,0,0,7299,715,3,87,10,0,"1,303055179","0,3300419225","-1,358295826","0,8728274242","0,7959950084","0,5166549032","-0,479870523","-1,940340415"
1,0,252864,73928,7852,415656,0,0,0,32,7802,713,3,85,13,0,"0,7822741377","-0,240898231","-1,288073189","0,3568831896","1,4154632467","0,3776787567","-0,760483931","-0,354686462"
4,0,252864,73972,7852,415668,0,0,0,0,7637,781,4,84,12,0,"1,3365065867","0,0097235912","-1,267134328","0,5435173642","1,0895405657","0,8304586747","-0,432671117","-1,288179849"
5,0,252864,73972,7852,415672,0,0,0,0,7266,720,4,84,12,0,"1,2629791219","0,1290643392","-1,242764458","0,6165630448","0,9096469856","0,8154738248","-0,403371158","-1,580587245"
4,0,252864,73972,7852,415672,0,0,0,0,8054,731,3,84,14,0,"1,1876304573","-0,004544474","-1,307857936","0,6506164589","1,0321591603","0,4277176876","-0,616375286","-1,254299095"
1,0,252864,73972,7852,415676,0,0,0,0,7372,720,1,86,13,0,"0,613125311","-0,233524588","-1,304820174","0,5984046007","1,3043404854","-0,317992354","-1,007588146","-0,360161975"
1,0,252864,73972,7860,415680,0,0,0,16,7764,761,3,85,13,0,"0,88281993","-0,257422165","-1,283703513","0,3734155937","1,4319983089","0,4135725428","-0,727521755","-0,374217628"
1,0,252864,73972,7860,415680,0,0,0,0,7893,777,4,80,16,0,"0,8818615739","-0,280265442","-1,219367118","0,2518341518","1,4506093596","0,7974636332","-0,567878947","-0,401407311"
1,0,252864,73972,7876,415684,0,0,0,40,6400,688,2,70,27,1,"0,0502291465","-0,077403567","-0,836809327","0,3725152239","1,2178120685","0,0860733536","-0,820055209","-0,439443404"
0,0,252864,73972,7876,415688,0,0,0,0,7538,712,4,78,18,0,"0,4992759737","-0,349142138","-1,156187971","0,1284554741","1,5083048875","0,7624514502","-0,626054343","-0,1059118"
4,0,252864,73972,7876,415692,0,0,0,0,7375,818,5,84,11,0,"1,4641690915","0,0097088308","-1,22361633","0,4279117327","1,1392399698","1,2199586007","-0,262822653","-1,314862793"
2,0,252864,73972,7876,415696,0,0,0,0,8060,710,1,83,16,0,"0,7263279592","-0,180254378","-1,312506102","0,670195586","1,1739733966","-0,326933696","-0,990506799","-0,642843277"
1,0,252864,73972,7876,415696,0,0,0,0,7333,706,0,84,16,0,"0,441062462","-0,223349168","-1,280916417","0,6748270288","1,2224621683","-0,682490276","-1,142046091","-0,359629704"
1,0,252864,73972,7876,415700,0,0,0,0,8059,773,2,85,12,0,"0,9005337532","-0,291341877","-1,32570193","0,5057430817","1,4087786936","0,0561856896","-0,873992976","-0,360096056"
1,0,252864,73972,7884,415704,0,0,0,16,7743,814,2,91,7,0,"1,1145426758","-0,27222777","-1,371494227","0,5286887692","1,4663377161","0,0699506615","-0,860061423","-0,358836114"
4,0,252864,73972,7884,415708,0,0,0,0,7711,669,5,78,17,0,"0,9919436519","0,0076663151","-1,167267969","0,3731387885","1,0247865497","1,1351731625","-0,340242526","-1,282750068"
2,0,252864,73972,7884,415708,0,0,0,0,6169,625,2,68,29,0,"-0,083192579","-0,033998674","-0,959751432","0,3811242972","0,9386213978","0,0717647042","-0,745871947","-0,748257416"
1,0,252864,73972,7884,415712,0,0,0,0,8213,755,1,85,14,0,"0,7891649299","-0,292678643","-1,34338506","0,6051372634","1,3514046998","-0,320355581","-1,026045564","-0,345000403"
2,0,252864,73972,7888,415712,0,0,0,12,7975,749,1,88,11,0,"0,9537025104","-0,179288115","-1,366647333","0,698031123","1,2366921711","-0,317556966","-0,986200932","-0,635245529"
4,0,252864,73972,7892,415720,0,0,0,4,8248,786,1,86,11,1,"1,2993513834","0,0108435847","-1,213637755","0,9691150651","1,0755020013","-0,26272563","-0,921628866","-1,229512288"
0,0,252864,73972,7892,415720,0,0,0,0,7562,732,4,84,12,0,"0,723099758","-0,370752024","-1,230499088","0,1777061186","1,5735522013","0,7589157747","-0,640748229","-0,086561873"
4,0,252864,73972,7892,415724,0,0,0,0,8049,728,3,83,14,0,"1,168045205","-0,013208629","-1,284347634","0,6337589163","1,018471687","0,4265687867","-0,615832527","-1,255548907"
3,0,252864,73972,7892,415724,0,0,0,0,6878,682,3,84,13,0,"0,7980066406","-0,03577731","-1,204549873","0,520253003","1,0724476454","0,4197903109","-0,633564528","-0,981893464"
10,0,252864,73972,7892,415728,0,0,0,0,6917,741,4,86,10,0,"1,9347733601","0,6048301672","-1,246491255","1,0487390753","0,2629979414","0,8848554893","-0,15335129","-3,078139827"
0,0,252864,73972,7900,415732,0,0,0,16,7304,742,3,87,10,0,"0,7239003392","-0,339074756","-1,261077138","0,2820434571","1,5449448463","0,3983783244","-0,772023964","-0,077448571"
1,0,252864,73972,7900,415736,0,0,0,0,7777,694,1,82,16,0,"0,5129481311","-0,261160743","-1,270052732","0,5627973047","1,2711828816","-0,337969241","-1,02843836","-0,352209927"
1,0,252864,73972,7900,415740,0,0,0,0,8039,771,3,85,13,0,"0,9431243744","-0,302609685","-1,28969298","0,3854200679","1,4404919265","0,4152031672","-0,733853504","-0,369922223"
1,0,252864,73720,7900,416380,0,0,640,0,7292,711,1,75,18,6,"0,4599375456","0,0163214347","-0,074912514","1,115833624","1,5560251305","-0,264230935","-1,18311295","-0,391376176"
0,0,252864,73396,7900,436124,0,0,20128,0,4575,962,3,88,1,8,"3,0182954921","2,7240382057","3,3099113828","3,3912318653","-1,408131276","-0,291202215","0,2937745017","-1,799578189"
11,0,252864,64404,7900,447388,0,0,11872,16,7394,1036,1,93,5,1,"4,7935056434","1,8223153322","0,978024066","3,0033368191","-3,573386467","-1,306277124","1,6368502239","-2,998979635"
8,1,255688,61964,7884,443376,60,2728,6568,2824,7139,1074,4,95,0,1,"6,5438714796","7,7801312634","1,6190744217","-2,675183733","-1,36344844","-1,140310301","0,481864913","1,4269063497"
4,0,259544,71960,7856,434656,0,3952,7308,3952,6763,904,0,99,1,0,"5,0696152037","9,79000758","-0,170377743","-5,792693944","0,2547981015","-3,997810742","-0,139809096","0,3501744325"
4,0,259544,67172,7856,439452,0,0,4924,0,6878,865,1,90,9,0,"2,3408394686","0,639987057","-0,470872211","1,7165749018","-1,456189214","-0,970371347","0,9666872951","-0,310839769"
4,0,259800,70092,7856,446232,0,72,7596,72,7533,940,3,89,7,1,"3,0198671635","1,2973056414","0,0423960726","1,884816605","-1,934828356","-0,377722105","1,7233685279","-0,428393982"
14,0,261344,72088,7848,440992,0,1660,4184,1688,6088,948,2,94,3,0,"4,669427565","5,4774746524","-0,679477582","-0,803203637","-2,010765487","-1,487508173","1,6134906489","-2,722413676"
5,1,262888,72708,7832,437352,0,1600,3688,1624,5740,747,1,87,12,0,"2,9424756456","5,5734403586","0,3896088168","-0,459634494","-1,18041773","-0,824166175","-0,380488049","1,756499867"
3,0,262888,72456,7844,437624,0,0,268,48,5858,828,3,86,10,1,"1,3461045601","0,4648850202","-1,097945056","1,0810059619","-0,521949006","0,1147063041","1,2828892986","0,3462751572"
1,0,262888,71560,7844,437628,0,0,0,0,7278,793,3,85,13,0,"1,1622310731","0,0315505581","-1,355648188","0,8389215686","-0,30005133","0,018157411","1,1444960074","1,0511410729"
4,0,262888,71560,7844,437632,0,0,0,0,7350,766,3,86,12,0,"1,5059262586","0,3079388644","-1,385855951","1,1091532765","-0,68955865","0,0297625033","1,2584259554","0,1734234172"
5,0,262888,71560,7844,437632,0,0,0,0,7390,774,7,79,14,0,"1,7761491653","0,3819150257","-1,248538988","0,7283988573","-0,676375206","1,5041674383","1,8784043391","-0,175782417"
2,0,262888,71088,7844,437632,0,0,0,0,6817,727,1,84,15,0,"0,9149752929","0,1497401198","-1,333058522","1,1027348765","-0,599991902","-0,731723425","0,8987108689","0,7874333149"
9,2,262888,68568,7872,439776,24,0,2160,156,6585,1120,9,85,2,3,"4,5882351161","3,1171428454","1,9216175171","3,2676815477","-1,852218969","4,3106625913","0,3130633733","2,3144660138"
2,2,264680,69656,7868,435344,4,1696,3916,1696,6371,1116,4,96,0,0,"4,5469747358","6,2915144589","1,449311661","-0,075364148","-0,638639979","1,3383046391","-1,294183829","4,5528378546"
4,0,267000,82292,7848,419716,0,2420,1384,2420,6143,997,6,94,0,0,"3,090151892","6,4970931044","-1,584514675","-3,692425159","2,0227266947","0,208390584","0,230414801","-0,475576461"
1,0,267512,75480,7848,419668,0,328,12,328,6308,627,1,81,17,0,"-0,071461747","1,2193796608","-1,658672524","0,4119123893","1,1401160671","-0,484257515","-0,509322023","0,2590787705"
2,0,267512,75480,7848,419704,0,0,40,724,5560,620,3,80,17,0,"0,064317209","1,4219359676","-1,550447006","0,198154598","1,0602955988","0,250886726","-0,163315675","-0,066713233"
1,0,267512,75480,7848,419708,0,0,0,0,6372,527,2,77,22,0,"-0,578350823","0,5093483133","-1,607608027","0,9241073211","0,9762652004","0,0607570834","-0,360328464","0,1530972208"
2,0,267512,78684,7856,419544,0,0,0,60,5835,601,3,86,11,0,"-0,129083974","0,83598772","-1,76103742","0,9761756767","1,0785165301","0,5540462584","-0,118332307","-0,28643535"
1,0,267512,75300,7856,419544,0,0,0,0,5965,523,2,77,22,0,"-0,641844558","0,5228165479","-1,570262964","0,9055280218","0,9616861733","0,0674827132","-0,358760637","0,1389655995"
2,0,267512,72024,7904,422736,12,0,2241,0,4785,1055,3,89,7,1,"1,3935307287","0,7723725107","-0,986345172","1,3035920918","0,8025900173","0,5134424345","0,3023487232","-0,306202343"
2,0,267512,71772,7904,422868,8,0,160,0,5580,620,3,81,14,1,"0,1288829763","0,4627556932","-1,251359723","0,9916448792","0,7241752476","0,3091160005","0,0750008924","0,1114328399"
1,0,267512,71772,7904,422868,0,0,0,0,6315,599,0,80,20,0,"-0,245625024","0,306245929","-1,531512787","1,1009011013","0,6125822067","-0,804408397","-0,416749369","0,4643637479"
0,0,267512,71772,7912,422868,0,0,0,28,6238,568,2,74,25,0,"-0,474311046","0,2455588743","-1,404869325","0,7157960965","0,7638019215","-0,105484485","-0,180471114","0,7345264467"
1,0,267512,71772,7912,422868,0,0,0,0,6212,555,2,73,25,0,"-0,409378592","0,3128887576","-1,399948059","0,8253239944","0,6168049215","-0,089681908","-0,13616523","0,4328870242"
2,0,267512,71520,7912,422976,0,0,124,0,5843,701,5,78,17,0,"0,4002989664","0,3895602069","-1,372548524","0,6551734105","0,7109071877","1,0761727565","0,4008948608","0,0801509608"
1,0,267512,71520,7912,422976,0,0,0,0,6245,585,3,75,22,0,"-0,186499707","0,2827052112","-1,406689729","0,7383634923","0,6890170217","0,2735268959","0,0114277267","0,4428555198"
5,1,267512,71520,7920,422968,0,0,0,28,6340,625,0,81,19,0,"0,7774592176","1,6823891377","-0,440885082","2,423367708","-0,342412351","0,2812137141","-1,368331623","1,1877077562"
1,0,267512,71520,7920,422980,0,0,0,0,7050,652,4,81,15,0,"0,3363159325","0,2046792234","-1,529166219","0,7111433162","0,8721385829","0,6372667586","0,1191723778","0,468803942"
1,0,267512,71520,7920,422980,0,0,0,0,6299,718,16,77,7,0,"1,1971636309","0,1568112316","-1,246298966","-0,579360463","1,423416809","5,0391583023","1,8428196958","0,3320713354"
1,0,267512,71520,7920,422980,0,0,0,0,6433,640,0,83,17,0,"-0,032869641","0,2721457952","-1,566269921","1,1238737497","0,6528548112","-0,800803578","-0,408646981","0,4835090065"
1,0,267512,71520,7920,422984,0,0,0,0,7300,744,3,84,14,0,"0,582025104","0,1877658394","-1,596598349","0,8487037005","0,903846284","0,3167177795","0,0136059513","0,4669672103"
2,0,267512,71520,7920,422984,0,0,0,0,6510,630,3,79,18,0,"0,1948885325","0,3465293212","-1,480160729","0,8678739222","0,6327845275","0,2938506391","0,0524933698","0,1572870585"
1,0,267512,71520,7928,422984,0,0,0,16,6195,654,4,81,14,0,"0,2380503775","0,271522599","-1,465990309","0,6736448287","0,8342256321","0,6571508818","0,1595561268","0,4426350691"
3,0,267512,71520,8032,423132,72,0,276,236,6339,706,0,79,16,4,"0,4464085665","0,8327829018","-0,604529102","1,4735195259","1,0624651665","-0,946121444","-0,082966211","-0,091876876"
1,0,267512,71520,8032,423132,0,0,0,0,6846,643,3,80,17,0,"0,1866342127","0,1992163115","-1,47185858","0,7649992515","0,7751935523","0,2737487597","-0,007642773","0,46699562"
2,0,267512,71520,8032,423132,0,0,0,0,7118,666,1,84,15,0,"0,3622109581","0,2825224299","-1,577796687","1,1023372673","0,6102218204","-0,440873908","-0,251161874","0,2007445943"
1,0,267512,71296,8032,423132,0,0,0,0,6210,552,2,78,20,0,"-0,243285725","0,2434856936","-1,40574522","0,8234520175","0,6232063077","-0,125526791","-0,15921553","0,4790800695"
1,0,267512,71296,8032,423136,0,0,0,0,6060,549,2,74,25,0,"-0,401165828","0,2640867691","-1,336452104","0,7798584792","0,5691133998","-0,113966495","-0,133844529","0,4570337333"
4,0,267512,71296,8040,423136,0,0,0,52,6478,602,0,81,18,1,"0,2487157602","0,5968725798","-1,341921839","1,3661358235","0,2924153075","-0,80655872","-0,338366206","-0,375808952"
1,0,267512,70176,8040,423136,0,0,0,0,6627,566,3,74,23,0,"-0,139996998","0,1566819828","-1,337809364","0,6743644803","0,6419726134","0,2055915032","-0,037109605","0,5144916343"
1,0,267512,70176,8040,423136,0,0,0,0,6523,566,2,80,19,0,"-0,07452264","0,1575301165","-1,417699404","0,8224375778","0,6392790059","-0,166238851","-0,191611387","0,538923319"
2,0,267512,70176,8040,423140,0,0,0,0,6111,563,0,79,21,0,"-0,187303851","0,2956092225","-1,411365743","1,1003722601","0,3812940499","-0,865292782","-0,395818151","0,2385137397"
1,0,267512,70176,8040,423140,0,0,0,0,6013,700,11,80,10,0,"0,8628582747","0,1075572717","-1,248951327","-0,112518399","1,1254558652","3,1768568985","1,1349915665","0,4255178851"
4,0,267512,70176,8048,423140,0,0,0,16,6510,671,2,82,17,0,"0,6002233946","0,4468542057","-1,451087122","1,0887170383","0,3212523993","-0,081871781","-0,003162462","-0,37421369"
1,0,267512,68608,8048,423140,0,0,0,0,6646,545,2,77,21,0,"-0,110681802","0,0710517388","-1,34846237","0,771184059","0,5821258183","-0,224814932","-0,224167681","0,6053356349"
2,0,267512,68608,8048,423144,0,0,0,0,6959,605,3,79,18,0,"0,3323754708","0,1300153254","-1,387925325","0,7848175573","0,5672655396","0,1688716567","-0,031760952","0,3031689862"
1,0,267512,68608,8048,423144,0,0,0,40,6282,544,2,77,22,0,"-0,166617937","0,1379732212","-1,314066384","0,7163766734","0,5635239984","-0,229044599","-0,207597808","0,5982944363"
3,0,267512,68608,8048,423144,0,0,0,0,6494,650,1,81,17,0,"0,4104297284","0,2619638877","-1,416972479","1,0903862642","0,3591730808","-0,506971856","-0,218612743","-0,001507567"
2,0,267512,68608,8056,423144,0,0,0,28,6219,548,3,75,20,2,"0,0268356287","0,2680454631","-0,956503791","0,8816053714","0,6297929294","0,1797274595","-0,098163301","0,3008879974"
5,0,267512,68608,8056,423144,0,0,0,0,6368,574,0,79,21,0,"0,3104423411","0,4733972619","-1,394979874","1,3350813745","-0,019704731","-0,88372728","-0,291089019","-0,582667614"
1,0,267512,68608,8056,423148,0,0,0,0,6289,551,3,74,23,0,"-0,156300459","0,0898698606","-1,264462932","0,6298910964","0,5851982979","0,1565242935","-0,054122513","0,5727238383"
1,0,267512,68608,8056,423148,0,0,0,264,5944,548,0,82,18,0,"-0,128651745","0,4022588732","-1,377826131","0,7340022353","0,5410784202","-1,028670582","-0,503658594","0,6598756094"
2,0,267512,68608,8056,423148,0,0,0,0,6405,514,2,74,24,0,"-0,181093378","0,1867080894","-1,291597959","0,8210911404","0,3937186383","-0,219074293","-0,171593248","0,2964846209"
1,1,267512,68608,8064,423148,0,0,0,24,6013,501,3,71,26,0,"0,0259181934","1,1323860434","-0,093538679","1,5667046184","0,0704814194","1,1835321162","-1,20324712","2,4659604142"
2,0,267512,68608,8064,423152,0,0,0,0,6341,1338,6,82,13,0,"2,2642392563","0,1042859057","-1,325773662","0,5208227927","1,0614156653","1,697276986","0,8214849707","0,0565342319"
1,0,267512,68608,8064,423152,0,0,0,0,6401,664,1,81,17,0,"0,1853611833","0,0747425026","-1,396090917","0,9095234008","0,6186983866","-0,517861055","-0,298421263","0,5853955256"
2,0,267512,68608,8064,423152,0,0,0,0,6124,561,2,82,17,0,"0,1041826976","0,1810593147","-1,366822174","0,8788696768","0,47257692","-0,2017639","-0,163160123","0,302246821"
1,0,267512,68608,8064,423152,0,0,0,0,5947,607,1,81,18,0,"-0,027872071","0,1060496314","-1,356188737","0,888914813","0,561072793","-0,538748884","-0,30670644","0,5841803788"
0,0,267512,68608,8064,423152,0,0,0,0,6489,594,0,81,19,0,"-0,180340519","-0,012561511","-1,40794619","0,9192007198","0,6640353006","-0,933668373","-0,523232657","0,9108109854"
2,0,267512,68608,8072,423156,0,0,0,16,7679,645,1,79,20,0,"0,3810443863","0,1120091775","-1,461960422","0,9900416562","0,5257105149","-0,556293082","-0,319608734","0,3312880342"
0,1,267512,68356,8072,424284,0,0,1140,0,5262,551,4,44,35,17,"-0,333475976","1,6972218516","3,2290879935","2,8605209093","1,1609510716","1,7982279478","-1,587002327","2,6756040842"
0,0,267512,68104,8072,424364,0,0,64,0,610,493,2,11,87,0,"-3,066179665","0,4945153031","0,0220316888","-0,060005312","-0,396638079","0,01513105","0,3739319635","0,514730153"
1,0,267512,68104,8072,424372,0,0,0,0,400,331,1,5,94,0,"-3,607565821","0,6226920004","0,0892293988","0,055025394","-0,71926734","-0,409916935","0,2281452759","0,2487790449"
1,0,267512,68104,8072,424376,0,0,0,0,581,417,1,10,89,0,"-3,236480007","0,5956151614","0,0098729873","0,1089520102","-0,619516952","-0,37559125","0,2478081756","0,2499233665"
1,0,267512,68104,8080,424376,0,0,0,16,718,405,1,10,87,2,"-3,199532709","0,6546681884","0,3217315347","0,279575347","-0,45112496","-0,368112857","0,1471207885","0,2790315219"
0,0,267512,68104,8080,424380,0,0,0,0,697,380,1,12,87,0,"-3,371195782","0,488575298","-0,018268827","0,0376090727","-0,482956174","-0,416390836","0,1654622253","0,5699733362"
2,0,267512,68104,8080,424384,0,0,0,0,502,346,0,8,92,0,"-3,425944648","0,708739798","0,0268700576","0,2727569638","-0,858791848","-0,761528001","0,1287699472","-0,031242529"
0,0,267512,68104,8080,424388,0,0,0,0,662,407,1,15,84,0,"-3,226679585","0,4821328312","-0,054912538","0,0645022815","-0,4432734","-0,406400671","0,1706333825","0,5731022543"
0,0,267512,68104,8080,424392,0,0,0,0,558,372,0,10,90,0,"-3,544558192","0,5110156669","0,0041991781","0,1192419635","-0,564613126","-0,773819565","0,0415605937","0,5663245108"
0,0,267512,68104,8088,424392,0,0,0,16,677,375,1,10,86,3,"-3,377741791","0,5880486857","0,4912405596","0,2801765119","-0,257723196","-0,383789917","0,0441013281","0,5933138041"
1,0,267512,68104,8088,424396,0,0,0,0,628,348,2,11,86,0,"-3,269678569","0,5789958035","0,008415046","0,0108895746","-0,588523822","-0,059863506","0,3346416307","0,2715233788"
0,0,267512,68104,8088,424400,0,0,0,0,742,385,2,11,86,0,"-3,289147387","0,4764416545","0,003655804","-0,07068357","-0,434827121","-0,051930579","0,3049786181","0,5623165025"
0,0,267512,68104,8088,424404,0,0,0,0,568,382,2,9,89,0,"-3,393033215","0,4934680557","0,0485315001","-0,097542862","-0,470813976","-0,044269648","0,3229327702","0,5473611703"
0,0,267512,68104,8088,424404,0,0,0,0,615,369,0,9,91,0,"-3,571586382","0,5080357976","0,0160771577","0,109465645","-0,574355488","-0,775339935","0,0413163608","0,5653361634"
2,0,267512,68104,8096,424408,0,0,0,16,588,342,0,9,90,1,"-3,36801157","0,740090215","0,1732948991","0,3556833329","-0,764504398","-0,762903142","0,0742619862","-0,010810111"
0,0,267512,68104,8096,424412,0,0,0,0,625,387,2,11,87,0,"-3,315245884","0,4825979738","0,0210111417","-0,080751996","-0,447239307","-0,047840572","0,3140862955","0,5557308904"
0,0,267512,68104,8096,424416,0,0,0,64,616,367,0,11,89,0,"-3,497106648","0,5701581922","-0,005040788","0,0599184137","-0,545894734","-0,803829315","0,025919881","0,5856069138"
0,0,267512,68104,8096,424416,0,0,0,0,349,366,3,4,93,0,"-3,527663442","0,509653557","0,1483214661","-0,253792075","-0,49070627","0,324567555","0,482150755","0,5183400304"
0,0,267512,68104,8096,424420,0,0,0,0,341,353,1,5,94,0,"-3,685321604","0,525091726","0,1069604508","-0,039569828","-0,587843148","-0,407301731","0,1993125944","0,5385408788"
1,0,266232,84080,8104,424416,8,0,8,36,526,561,7,10,79,3,"-2,995585509","1,456285437","0,2297517718","-0,00159566","0,3179864292","2,3725853988","1,2916476368","-0,504560906"
0,0,266232,84080,8104,424420,0,0,0,0,542,344,0,10,90,0,"-4,253443476","1,3128986397","-0,364446665","0,3643212161","-0,303391083","-0,299153097","0,2589436465","-0,135192822"
0,0,266232,83832,8104,424420,0,0,0,8,705,376,1,11,88,0,"-4,03573325","1,2859655192","-0,368687533","0,2635866217","-0,222565608","0,0633104364","0,3962828183","-0,129215697"
0,0,266232,83832,8104,424424,0,0,0,0,521,380,1,7,92,0,"-4,1702854","1,2986373295","-0,302447597","0,2320645569","-0,271146439","0,0828284142","0,4261749499","-0,154009166"
0,0,266232,83832,8104,424428,0,0,0,0,379,361,1,7,92,0,"-4,235114033","1,3081294892","-0,29161397","0,2269874119","-0,288375842","0,0755335085","0,4226006581","-0,153234885"
0,0,266232,83832,8112,424432,0,0,0,32,512,351,0,8,91,1,"-4,257329822","1,3647077392","-0,165831033","0,4003983406","-0,239123633","-0,296762806","0,2242874845","-0,120709634"
0,0,266232,83832,8112,424432,0,0,0,0,475,346,2,6,92,0,"-4,20735392","1,2947020854","-0,268321038","0,114198998","-0,251310347","0,4269376336","0,5486098812","-0,155962604"
0,0,266232,83832,8112,424436,0,0,0,0,708,407,2,13,85,0,"-3,829867194","1,2603024081","-0,377865224","0,1853729079","-0,141497557","0,4403489414","0,5424682194","-0,137700008"
1,0,266232,83832,8112,424440,0,0,0,32,665,388,3,11,86,0,"-3,727352458","1,3889940086","-0,336702907","0,1172407975","-0,246964792","0,795357062","0,7213131908","-0,439262458"
0,0,266232,83832,8112,424444,0,0,0,0,754,387,4,9,86,0,"-3,815451984","1,2502507583","-0,30529327","-0,051372372","-0,083023527","1,1582253245","0,8160991718","-0,15621697"
0,0,266232,83832,8120,424444,0,0,0,16,453,340,0,6,92,2,"-4,333863593","1,3803331989","0,0268373929","0,4874513354","-0,189331171","-0,279720232","0,1887120565","-0,121137454"
0,0,266232,83832,8120,424448,0,0,0,0,499,345,2,8,90,0,"-4,148191787","1,2861008622","-0,293264699","0,1297627452","-0,23308528","0,4205897871","0,5385689168","-0,146600119"
0,0,266232,83832,8120,424452,0,0,0,0,549,393,0,10,90,0,"-4,125970808","1,2931187917","-0,352173574","0,3581294067","-0,287744305","-0,279022184","0,2839930034","-0,138314405"
0,0,266232,83832,8120,424456,0,0,0,0,507,355,1,7,92,0,"-4,229623516","1,2962495043","-0,295131099","0,2252445736","-0,28802746","0,0674262033","0,4130929031","-0,146584452"
2,0,266232,83832,8120,424456,0,0,0,0,618,363,1,11,88,0,"-3,8348695","1,4672030254","-0,363825098","0,4377452938","-0,499106363","0,0812035721","0,4864074984","-0,724052416"
0,0,266232,83832,8128,424460,0,0,0,16,628,400,1,13,85,1,"-3,909006819","1,3130381189","-0,220141617","0,3581125483","-0,11721762","0,083232061","0,3630699209","-0,119958456"
0,0,266232,83832,8128,424464,0,0,0,0,516,386,0,10,90,0,"-4,146589547","1,2933210247","-0,346573504","0,3543213013","-0,294590871","-0,282634634","0,2816498488","-0,137331607"
0,0,266232,83832,8128,424468,0,0,0,0,632,352,0,9,91,0,"-4,238136609","1,2899729985","-0,342227998","0,3466994126","-0,31487432","-0,303923479","0,2606345839","-0,127021077"
0,0,266232,83832,8128,424468,0,0,0,244,533,364,1,6,93,0,"-4,152753522","1,5588096902","-0,27285529","-0,030095252","-0,249241334","-0,01104872","0,3999769392","-0,107885213"
0,0,266232,83832,8128,424472,0,0,0,0,632,345,2,7,91,0,"-4,15700633","1,2783179624","-0,287065792","0,1223568062","-0,238241284","0,4184360441","0,5371818339","-0,145201572"
0,0,266232,83832,8136,424476,0,0,0,28,831,398,1,15,82,2,"-3,802581418","1,3323308519","-0,098920875","0,4595941325","-0,005327696","0,079117594","0,3001072068","-0,092639133"
0,0,266232,83832,8136,424480,0,0,0,0,519,348,1,7,92,0,"-4,243249865","1,2915709717","-0,289862628","0,2202166688","-0,29410548","0,0621245259","0,4085432128","-0,143926233"
0,0,266232,83832,8136,424480,0,0,0,0,406,338,1,4,95,0,"-4,369091742","1,3065151809","-0,241906464","0,1903838389","-0,334172819","0,0663012516","0,42137003","-0,156876835"
0,0,266232,83832,8136,424484,0,0,0,0,495,363,1,7,92,0,"-4,211500954","1,2924873194","-0,288009338","0,2205331022","-0,288438129","0,0716356329","0,4188013194","-0,148984677"
