r,b,swpd,free,buff,cache,si,so,bi,bo,in,cs,us,sy,id,wa,Principale1,Principale2,Principale3,Principale4,Principale5,Principale6,Principale7,Principale8
0,0,250432,63524,17088,431136,0,0,0,0,3933,540,0,59,41,0,"-1,358688548","-0,399428545","-0,465903403","-0,654560994","-1,197401515","0,0268052303","0,0709101072","-0,33294659"
0,0,250432,63524,17088,431136,0,0,0,0,3548,565,2,52,46,0,"-1,460612825","-0,182834693","-0,722215964","-0,734266476","-0,708298542","0,1749365095","-0,126319594","-0,24067768"
0,0,250432,63272,17096,431140,0,0,0,16,3191,551,3,46,50,1,"-1,658437268","0,1231639687","-0,826634353","-0,835830251","-0,492608421","0,2756729865","-0,259720058","-0,1536861"
4,0,250432,63272,17096,431144,0,0,0,0,3265,591,2,55,43,0,"-0,907448737","-0,091814277","-0,878521903","-0,694181125","0,1019388197","0,3120213391","-0,264810898","-0,305241416"
0,0,250432,63272,17096,431152,0,0,0,0,3003,558,5,49,46,0,"-1,43604215","-0,012792507","-1,055698485","-0,827973005","-0,057590399","0,3327609781","-0,354561993","-0,031111266"
2,0,250432,63272,17096,431152,0,0,0,120,3021,584,2,45,53,0,"-1,448782698","0,7112393642","-0,326108664","-1,377721542","-0,256457828","0,2529759041","-0,144968799","-0,27546022"
0,0,250432,63272,17096,431156,0,0,0,0,3032,550,5,53,42,0,"-1,303056058","-0,091376403","-1,012238232","-0,805830416","-0,101499915","0,3140865689","-0,32092183","-0,000515223"
4,0,250432,63272,17104,431148,0,0,0,28,2031,537,4,42,53,0,"-1,495839768","0,4245222639","-1,107472682","-0,939755564","0,707766511","0,4994031256","-0,501939303","-0,243127795"
1,0,250432,63272,17104,431164,0,0,0,0,3811,580,5,50,45,0,"-1,117648504","-0,0876753","-1,034598474","-0,810928506","0,1029248359","0,35757787","-0,348059742","-0,040792277"
1,0,250432,63272,17104,431164,0,0,0,0,3299,608,8,50,42,0,"-0,900342103","0,0380457169","-1,303454858","-0,872065902","0,7175317799","0,5315069208","-0,557658417","0,1770186924"
1,0,250432,63272,17104,431168,0,0,0,100,2982,524,3,50,47,0,"-1,452268719","0,4781188435","-0,42299612","-1,27472328","-0,290603423","0,2459238124","-0,144555155","-0,146703134"
2,0,250432,63272,17104,431172,0,0,0,0,2089,1227,3,36,60,0,"-0,65472527","0,6947612814","-1,023238772","-0,781170386","-0,076340041","0,3496482392","-0,53814995","-0,360308339"
1,0,250432,63272,17112,431176,0,0,0,28,3315,591,4,55,41,0,"-1,069644744","0,0161227026","-0,775840774","-0,892921058","-0,146656691","0,2805110274","-0,239623894","-0,069838372"
1,0,250432,63272,17112,431180,0,0,0,0,2803,633,3,49,48,0,"-1,394064671","0,0345794972","-0,915212682","-0,75611","-0,256134085","0,2619383599","-0,286314164","-0,209760282"
0,0,250432,63272,17112,431180,0,0,0,0,3197,540,1,48,51,0,"-1,827086387","-0,101646355","-0,718829895","-0,734474601","-0,844343373","0,1085959347","-0,105049277","-0,334473998"
1,0,250432,63272,17112,431184,0,0,0,8,3229,617,4,56,40,0,"-1,012699648","-0,085176395","-0,863955657","-0,782764999","-0,152933811","0,2783002086","-0,261779719","-0,073993541"
0,0,250432,63272,17112,431188,0,0,0,0,3408,559,1,53,46,0,"-1,5733822","-0,203101557","-0,650561413","-0,705895733","-0,91703498","0,0808093171","-0,05898489","-0,295861545"
3,0,250432,63272,17120,431180,0,0,0,36,1865,477,2,37,61,0,"-2,134776735","0,4854490069","-0,931391041","-0,966713772","0,1868871555","0,3663002298","-0,372277223","-0,406051932"
0,0,250432,63272,17120,431196,0,0,0,0,3138,542,1,57,42,0,"-1,519628729","-0,255914031","-0,61859812","-0,676255484","-0,941651782","0,0665575518","-0,036350441","-0,267885274"
0,0,250432,63272,17120,431196,0,0,0,0,2897,613,5,61,35,0,"-0,962428469","-0,183733148","-0,910404519","-0,740061253","-0,193361979","0,271832687","-0,271074988","0,0494725458"
1,0,250432,63272,17120,431200,0,0,0,0,3996,633,4,61,35,0,"-0,688337178","-0,295866368","-0,803412554","-0,710656055","-0,242954014","0,2420388899","-0,197382299","-0,033853838"
0,0,250432,63272,17120,431204,0,0,0,0,3996,588,4,55,42,0,"-1,125279506","-0,230903398","-0,842702854","-0,760023694","-0,366352117","0,2264272857","-0,203384386","-0,058005534"
0,0,250432,63272,17128,431208,0,0,0,16,3203,564,8,53,39,1,"-1,026237593","0,0912985289","-1,146575528","-0,882617968","0,4427115421","0,5134609112","-0,506498925","0,2665270668"
0,0,250432,63272,17128,431208,0,0,0,0,3212,581,4,49,48,0,"-1,498533606","-0,043315811","-0,943107966","-0,783347219","-0,257622614","0,2656159709","-0,283693212","-0,110146092"
0,0,250432,63272,17128,431212,0,0,0,0,3315,556,2,51,47,0,"-1,605827248","-0,145596158","-0,750286042","-0,725674068","-0,682874083","0,144120367","-0,136326028","-0,236794372"
1,0,250432,63272,17128,431216,0,0,0,0,3229,559,5,51,44,0,"-1,253859469","-0,058139783","-1,041387922","-0,782444526","0,1342831993","0,3567626922","-0,359701982","-0,037477539"
0,0,250432,63020,17128,431396,0,0,74,0,2873,620,4,49,46,0,"-1,429774586","0,0338565056","-0,964268343","-0,76011433","-0,277722974","0,2115893211","-0,316931089","-0,12024646"
2,0,250432,63020,17136,431428,0,0,0,16,2827,560,2,44,51,3,"-1,641973385","0,3546039287","-0,846356294","-0,684412272","-0,332219338","0,3503854713","-0,360433781","-0,197625607"
1,0,250432,63020,17136,431428,0,0,0,0,3436,574,4,51,45,0,"-1,279496388","-0,07503714","-0,969067255","-0,764973785","-0,086522143","0,2440079648","-0,290173159","-0,093370722"
0,0,250432,63020,17136,431432,0,0,0,0,3643,539,4,49,47,0,"-1,498990085","-0,104836297","-0,947981175","-0,788024945","-0,274039742","0,2064379361","-0,254785598","-0,080635815"
0,0,250432,63020,17136,431436,0,0,0,0,3364,509,1,45,54,0,"-1,997972984","-0,072202896","-0,76221041","-0,744551374","-0,806621925","0,062749958","-0,112344455","-0,335706764"
1,0,250432,63020,17136,431440,8,0,8,32,3283,632,4,63,32,1,"-0,678434221","0,0728925409","-0,706220056","-0,751014606","-0,346972271","0,2972699182","-0,20254115","0,1333113665"
1,0,250432,63020,17144,431440,0,0,0,16,2795,544,6,46,48,0,"-1,45998008","0,1881156247","-1,141774212","-0,910213213","0,4053302153","0,3856623102","-0,456561107","0,0217949176"
3,0,250432,63020,17144,431444,0,0,0,0,3780,589,2,63,35,0,"-0,710058657","-0,309758631","-0,725947283","-0,630563866","-0,215223731","0,1591963219","-0,133282555","-0,198310643"
0,0,250432,63020,17144,431448,0,0,0,0,3116,525,1,50,49,0,"-1,838556107","-0,126707053","-0,712294998","-0,707099686","-0,854857115","0,0416108059","-0,085435271","-0,301541629"
0,0,250432,63020,17144,431452,0,0,0,0,3560,563,5,51,44,0,"-1,321052188","-0,101941966","-1,003833729","-0,789721284","-0,097783574","0,2508360819","-0,305609109","0,0072444823"
0,0,250432,63020,17144,431456,0,0,0,0,3133,577,2,48,49,0,"-1,702698455","-0,052263765","-0,801742439","-0,732545703","-0,656053968","0,1027688251","-0,166114225","-0,23836251"
0,0,250432,63020,17152,431456,0,0,0,16,3017,564,3,53,45,0,"-1,520044575","-0,02179636","-0,763495209","-0,810555988","-0,496487136","0,13564426","-0,176125221","-0,130417429"
0,1,250432,62516,17152,431656,0,0,216,0,2885,632,3,38,54,4,"-1,724747691","1,3140404707","-1,753653637","0,258754726","-0,18770577","0,626225799","2,7610688585","-0,912323034"
5,0,250432,79400,17152,441528,0,0,9904,0,5218,960,5,88,1,5,"2,8768399804","1,2551715465","2,3295688932","4,3970290472","1,1491690794","0,3838249923","-2,53450185","-4,665302925"
2,0,250432,71312,17152,447260,0,0,5756,0,7100,852,0,88,11,1,"1,7321521265","0,4272962158","1,5584207065","2,6847783444","-0,557642988","-1,408732848","-0,981212808","-2,698467797"
1,0,250432,61288,17152,455004,0,0,7744,96,6910,905,3,89,8,1,"2,3759772827","2,0544650835","0,8988714184","2,2609724057","-0,619524257","-3,522689519","-1,473965933","-2,608433027"
11,0,250688,70540,17160,447536,0,240,4252,268,6723,947,4,92,4,1,"3,4931279776","3,5069759106","4,4051217452","-0,917115984","2,7523351445","-0,848313669","-0,347619777","-1,723670087"
3,0,250688,67696,17148,446116,0,28,5312,28,5712,738,0,89,10,1,"1,3587479467","0,7821741749","1,6014096622","2,0109879859","-0,320577676","-1,660321408","-0,814257255","-2,117045749"
0,0,250688,62912,17148,450612,0,0,4480,0,6322,827,5,81,12,1,"1,3594698843","0,8015543965","0,2535763791","1,7915810637","-0,131907559","-2,464076956","-0,962550163","-0,986559238"
4,1,250688,61044,17144,451872,0,12,3372,12,5917,763,3,91,7,0,"1,7559368841","1,5462340107","-0,597542278","2,1276488624","0,6863486582","-2,383122811","2,645655661","-1,352377691"
0,0,251464,71464,17140,439668,0,700,624,804,775,275,0,12,74,13,"-2,879639452","10,332910033","11,211233648","-8,104514587","1,597397636","0,5697425079","1,6930301268","0,1013880059"
0,0,251464,71464,17140,439668,0,0,0,0,93,143,0,0,100,0,"-5,276385585","0,6031010584","0,5580892199","0,7276867978","0,9237482902","0,1749977922","-0,295338361","0,091487204"
0,0,251464,71464,17148,439668,0,0,0,24,87,147,0,1,85,14,"-4,944585982","1,5138315755","0,8112136909","1,3003407083","0,145902642","0,7902114548","-0,691451148","0,6637655066"
0,0,251464,71464,17148,439668,0,0,0,0,86,133,0,0,100,0,"-5,308296728","0,5955752599","0,5608980565","0,7331165566","0,9300733353","0,1753185473","-0,29283567","0,0916296524"
0,0,251464,71464,17148,439668,0,0,0,0,89,150,0,0,100,0,"-5,273836086","0,6046953955","0,5641296302","0,7341783701","0,9240796559","0,1744633383","-0,295033944","0,09084504"
0,0,251464,71464,17148,439668,0,0,0,0,78,143,0,0,100,0,"-5,289675896","0,6020289736","0,5623141588","0,7338018054","0,9269889614","0,17496867","-0,294575822","0,0910741042"
0,0,251464,71464,17148,439668,0,0,0,0,92,149,0,0,100,0,"-5,275326392","0,6038046873","0,5640972513","0,7340961801","0,9242886634","0,1744638128","-0,294759208","0,0909217757"
0,0,251464,71464,17148,439668,0,0,0,0,67,122,0,0,100,0,"-5,333477556","0,5915763398","0,5579600576","0,7325354602","0,9347225789","0,1761395335","-0,292194247","0,0919731058"
0,0,251464,71464,17156,439672,0,0,0,12,80,144,0,1,93,6,"-5,132257787","0,9891422707","0,6884767644","0,9772804532","0,5878984861","0,4351518277","-0,45682218","0,3414547782"
0,0,251464,71464,17156,439672,0,0,0,0,75,135,0,0,100,0,"-5,316890314","0,595347602","0,5656951055","0,7395244424","0,9325592412","0,1747001846","-0,292167396","0,0912562752"
3,0,251464,71464,17156,439676,0,0,0,0,4051,537,3,53,44,0,"-1,347923863","-0,444129845","1,0467238712","0,9996918708","1,2522988238","0,1531987849","-0,044207997","0,6581516215"
1,0,251464,71464,17156,439676,0,0,0,0,4498,618,3,71,26,0,"-0,687592954","-0,814718246","1,3569247571","1,087123314","0,5734187053","-0,028700321","0,1790252335","0,8406236203"
2,0,251464,71464,17156,439676,0,0,0,0,5929,729,3,76,21,0,"0,0685528865","-0,97844642","1,4635534669","1,1220014449","0,6267292072","-0,034497489","0,2315966784","0,8624968048"
1,0,251464,71464,17156,439676,0,0,0,0,6294,786,1,87,11,0,"0,3807914924","-1,247411983","1,82090176","1,2255981289","-0,154118186","-0,249088039","0,486644042","0,825372387"
1,0,251464,71464,17164,439676,0,0,0,16,6317,761,1,81,17,0,"0,1211450297","-1,073658382","1,8368468924","1,1143849267","-0,083720138","-0,223737064","0,4637132296","0,7895547063"
1,0,251464,71464,17164,439676,0,0,0,0,6021,699,1,84,14,0,"0,0421109073","-1,214789379","1,7639459368","1,2108059154","-0,075134345","-0,227307637","0,4641356759","0,8042607004"
1,0,251464,71464,17164,439680,0,0,0,0,6367,769,1,85,13,0,"0,2764261234","-1,232034635","1,8046940835","1,2189564201","-0,126146013","-0,241036779","0,4781604314","0,8117983854"
2,0,251464,71464,17164,439680,0,0,0,0,6007,733,1,85,14,0,"0,2378077616","-1,182782125","1,7365925212","1,2229896721","0,121450549","-0,188971241","0,4278415965","0,7806312517"
2,0,251464,71464,17164,439680,0,0,0,0,6570,771,4,82,14,0,"0,5487227237","-1,118070892","1,4903286939","1,1388301504","0,7181295952","-0,0187557","0,2426729037","0,9859356318"
1,0,251464,71464,17172,439680,0,0,0,16,6033,698,1,87,11,0,"0,1526504685","-1,186210479","1,8814931103","1,1523182347","-0,114703498","-0,244235216","0,5076372484","0,8344190471"
2,0,251464,71464,17172,439680,0,0,0,20,6193,663,2,81,17,0,"0,0737855966","-1,048501004","1,7112526515","1,076806265","0,3756383411","-0,117995881","0,3778824091","0,8400954378"
3,0,251464,71464,17180,439688,4,0,20,0,6100,837,18,75,8,0,"1,5967018108","-0,589448402","0,192065422","0,8465691157","3,8047323103","0,8743339066","-0,730828063","1,9777899382"
5,0,251464,70096,17180,439688,0,0,0,0,6220,728,6,78,16,0,"0,7489315679","-0,884807138","0,9916078977","0,9987340465","1,7604204799","0,0885236118","-0,027272799","1,1008737639"
0,0,251464,70096,17180,439692,0,0,0,0,6008,727,13,82,5,0,"0,8707307184","-0,923670606","0,6388802162","0,8265352699","2,0622261069","0,2402995385","-0,247457783","1,7711122421"
1,0,251464,70096,17180,439692,0,0,0,0,6556,723,1,84,15,0,"0,1483225188","-1,211786677","1,642269443","1,1069975514","-0,175286546","-0,401463985","0,4863209291","0,871288529"
3,0,251464,70096,17188,439692,0,0,0,20,6351,615,0,82,18,0,"-0,025767698","-1,08000944","1,7002822883","1,0330353271","0,1123351995","-0,353839239","0,4874053149","0,7465608969"
1,0,251464,69424,17188,439692,0,0,0,16,6409,640,2,79,20,0,"-0,151909484","-1,021711432","1,4849683428","0,9181795851","0,0787587731","-0,399213751","0,4086229905","0,946979599"
1,0,251464,69424,17188,439692,0,0,0,0,5039,564,2,81,17,0,"-0,457951997","-1,03925089","1,3501641897","1,0190478417","0,1462291385","-0,380795312","0,3560654653","0,9500912163"
4,0,251464,69424,17188,439692,0,0,0,0,5942,621,3,79,18,0,"0,1568391091","-0,986124302","1,1841442376","1,0089427813","0,9481036893","-0,198926505","0,2030593182","0,9441659737"
2,0,251464,69424,17188,439692,0,0,0,0,5902,635,0,85,15,0,"-0,078962862","-1,179482197","1,5761481149","1,0933164862","-0,150381599","-0,4827235","0,5018650643","0,8115638926"
1,0,251464,69424,17196,439692,0,0,0,28,6012,685,3,81,15,1,"0,0631251696","-0,857352438","1,4901669625","0,9107698234","0,1955858131","-0,306088643","0,325269813","1,0812707652"
2,0,251464,69424,17196,439696,0,0,0,8,6065,661,0,83,17,0,"-0,075631253","-1,107052044","1,6119847192","1,0480774216","-0,145267664","-0,47936065","0,5005721811","0,8006931692"
1,0,251464,69424,17196,439712,0,0,16,0,5647,726,3,82,15,0,"0,0782276929","-1,016128447","1,3443999975","1,0207950589","0,2548258639","-0,350803162","0,3065656948","1,0233715086"
1,0,251464,69424,17196,439712,0,0,0,0,6154,661,3,81,16,0,"-0,003782151","-1,093814652","1,3453000958","1,0032295236","0,2659212682","-0,349577258","0,3344516034","1,031093686"
2,0,251464,69424,17196,439712,0,0,0,0,6825,620,1,82,16,0,"0,0294958068","-1,227776244","1,5136721466","1,0589182308","0,0448383397","-0,429610183","0,4655073086","0,8792346166"
4,0,251464,69424,17204,439712,0,0,0,24,6474,598,5,75,20,0,"0,2204725692","-0,826871221","1,1265816862","0,8281542314","1,3719820039","-0,082908453","0,1076382737","1,0815687976"
2,0,251464,69424,17204,439712,0,0,0,0,6517,637,5,79,17,0,"0,1862423874","-1,050352245","1,1328364601","0,9541713534","0,9027482471","-0,189119419","0,1798850482","1,140512716"
2,0,251464,69424,17204,439712,0,0,0,0,6063,568,0,83,17,0,"-0,27897149","-1,203758345","1,5602562391","1,0897346719","-0,106133381","-0,475665962","0,5057185743","0,8013487455"
1,0,251464,69424,17204,439712,0,0,0,0,5945,588,3,75,21,0,"-0,393255927","-1,013394709","1,2662906182","0,9762752756","0,3654440863","-0,315907457","0,2916085099","0,9930855045"
0,0,251464,69424,17204,439716,0,0,0,0,6323,666,0,83,17,0,"-0,264429936","-1,224005543","1,6686951033","1,0777162182","-0,577686236","-0,574113417","0,5775803951","0,8470368307"
1,0,251464,69424,17212,439716,0,0,0,16,6620,622,2,79,18,2,"-0,144347678","-0,948299491","1,5239443779","1,0325047463","-0,024197345","-0,315933803","0,3634487378","1,0287412008"
1,0,251464,69424,17212,439716,0,0,0,0,6418,598,4,76,19,0,"-0,185435863","-1,063232895","1,2245967328","0,9638130225","0,5323028047","-0,27329846","0,2603698169","1,0791417885"
2,0,251464,69424,17212,439716,0,0,0,0,6018,609,3,79,18,0,"-0,111548986","-1,054373419","1,278464341","1,0100946663","0,5310363365","-0,292208611","0,2859448002","0,9930248912"
0,0,251464,69424,17212,439716,0,0,0,0,6177,566,2,81,17,0,"-0,40633381","-1,195177305","1,4608776258","1,022904269","-0,110586514","-0,446764158","0,4489355694","0,984616034"
5,0,251464,69424,17212,439716,4,0,4,0,6450,616,3,79,17,0,"0,3478664628","-0,995137093","1,1703875795","1,0649805564","1,1217639125","-0,130573282","0,198630074","0,9737199008"
1,0,251464,69424,17220,439712,0,0,0,16,6385,652,0,83,17,0,"-0,177663946","-1,135057352","1,7198461467","1,0151632198","-0,365526472","-0,532343496","0,5664870404","0,8315695355"
1,0,251464,69424,17220,439720,0,0,0,0,6073,683,1,85,14,0,"-0,026977112","-1,186871317","1,5693336699","1,0902829621","-0,17629482","-0,480662183","0,4848200968","0,9090991535"
0,0,251464,69424,17220,439720,0,0,0,0,5533,630,0,87,13,0,"-0,347280976","-1,232319335","1,6763536553","1,1152100654","-0,569806609","-0,579137326","0,5804703887","0,8705503042"
1,0,251464,69424,17220,439720,0,0,0,0,5435,676,3,84,13,0,"-0,0195125","-1,066479026","1,3598472036","1,0440760142","0,2670633861","-0,354293202","0,3272279311","1,0452191961"
5,0,251464,69424,17220,439720,0,0,0,0,5354,604,3,84,14,0,"0,2548477093","-0,999459605","1,1824475692","1,069322119","1,1536764069","-0,170975461","0,1844904989","0,9467945861"
2,0,251464,69424,17220,439720,0,0,0,0,5381,651,3,84,13,0,"0,0340076419","-1,051393817","1,3137585766","1,0512338179","0,4911923155","-0,307618366","0,2914778126","1,0220068522"
5,0,251464,69424,17228,439724,0,0,0,16,5954,607,0,85,15,0,"0,1712758464","-1,057901446","1,5615222784","1,066539405","0,5019265546","-0,355528718","0,4231363889","0,7489589278"
1,0,251464,68976,17228,439724,0,0,0,0,6173,600,3,79,18,0,"-0,234835141","-1,089067345","1,2817030106","0,9763894598","0,2934988581","-0,393438497","0,333939703","1,0409946992"
2,0,251464,68976,17228,439724,0,0,0,0,6891,593,0,83,17,0,"-0,118772076","-1,274193059","1,5691813185","1,0686338106","-0,170052076","-0,545126642","0,5445876921","0,8301104628"
2,0,251464,68976,17228,439724,0,0,0,0,6458,595,3,77,19,0,"-0,137643051","-1,071284655","1,2391676726","0,9757185636","0,5123027647","-0,344015726","0,2974246187","1,0107056337"
1,0,251464,68976,17228,439724,0,0,0,0,6237,610,1,79,20,0,"-0,369317314","-1,126010855","1,4523689822","1,0206922869","-0,113583265","-0,5064032","0,4570367251","0,8917455309"
0,0,251464,68976,17236,439724,0,0,0,44,6881,556,2,78,21,0,"-0,427177644","-0,974497768","1,6386500474","0,7546102706","-0,138857164","-0,505268778","0,5108357379","1,007268404"
1,0,251464,66964,17236,441312,0,0,1576,0,2840,691,2,42,50,6,"-1,717633956","0,7263832239","0,8008720853","1,4829556348","0,2169590993","-0,528687962","-0,592865971","0,322213822"
0,0,251464,66964,17236,441320,0,0,0,0,2430,582,2,42,56,0,"-2,419796437","0,0740019961","0,5895882897","0,7222618058","0,4081664433","-0,677489641","-0,025556252","0,8184794059"
0,0,251464,66964,17236,441324,0,0,0,0,1136,424,1,25,74,0,"-3,648806204","0,4150108509","0,3948327481","0,6462582242","0,5140893814","-0,628637179","-0,134990969","0,6121777296"
1,0,251464,66964,17236,441324,0,0,0,0,2577,584,5,44,51,0,"-1,958432664","0,0993794029","0,3316037595","0,6753008101","1,1924023878","-0,477539214","-0,222519576","1,0350058932"
2,0,251464,66964,17244,441328,0,0,0,52,2127,570,2,44,52,1,"-2,127123768","0,4406568551","0,7931215036","0,5460255512","0,7465269846","-0,556618375","-0,064544348","0,8535983302"
0,0,251464,66964,17244,441332,0,0,0,0,2061,546,2,43,55,0,"-2,528722976","0,0751499725","0,5806065986","0,7345196219","0,428789573","-0,67609024","-0,028258439","0,8241308282"
0,0,251464,66964,17244,441336,0,0,0,0,1592,418,2,22,76,0,"-3,619800303","0,4296051014","0,3059550201","0,6106253444","0,7329311312","-0,567695355","-0,196030935","0,6691927185"
3,0,251464,66964,17244,441336,0,0,0,0,2436,613,2,58,39,0,"-1,435178054","-0,133032784","0,6625637986","0,8511012402","0,8517265079","-0,619870531","-0,011305109","0,87038993"
2,0,251464,66964,17244,441340,0,0,0,0,1906,514,3,33,63,0,"-2,652622475","0,3101490263","0,3027186541","0,6763447407","1,181400876","-0,482625531","-0,241128405","0,7822218746"
0,0,251464,66964,17252,441344,0,0,0,36,2966,605,5,51,15,29,"-1,123428809","1,764724738","0,9021005876","1,949728686","-0,70326933","0,7228792076","-0,966739869","2,278175849"
0,0,251464,66964,17252,441348,0,0,0,0,1489,446,3,28,69,0,"-3,293268159","0,3655192188","0,2932732685","0,6315667848","0,8630116216","-0,540479131","-0,21709844","0,7863323183"
0,3,250184,66964,17252,441384,4,0,75,0,2430,659,4,41,49,6,"-1,383483364","3,4509220273","-2,993678965","2,7486533093","1,1424603542","1,0314757269","9,1390571311","-2,409038876"
1,0,250184,66964,17252,441628,0,0,240,0,2238,569,3,50,9,37,"-0,866047531","2,5598154822","-0,29310918","1,8776776787","-1,768655936","1,2543897692","-1,520083818","0,9605935329"
1,0,250184,66964,17252,441628,0,0,0,0,2096,504,3,39,58,0,"-2,201611146","0,5884406555","-0,771211456","-0,066591282","0,3927374877","-0,315698331","-0,412019445","-0,480630624"
0,1,250184,66964,17260,441632,0,0,0,36,2388,552,2,45,15,37,"-1,169661839","3,5553178118","-0,822634484","2,4468245265","-1,735574372","1,5375021499","1,8973495191","0,2398926649"
0,0,250184,66964,17260,441636,0,0,0,0,2700,578,3,41,4,52,"-0,963913772","3,4684196888","-0,225680254","2,4805075178","-2,701128706","1,9334786886","-1,943394448","1,6168032803"
2,0,250184,66964,17260,441640,0,0,0,0,2585,586,2,58,40,0,"-1,251755634","0,2449624583","-0,4766618","0,0801628929","0,1420039833","-0,426229548","-0,227122753","-0,436680477"
2,0,250184,66964,17260,441640,0,0,0,0,1489,449,2,29,68,0,"-2,736408241","0,8001517038","-0,866182276","-0,08155442","0,5625634996","-0,27086976","-0,482722875","-0,651460496"
2,0,250184,66964,17260,441644,0,0,0,0,1991,508,2,40,57,0,"-2,13760723","0,5816950387","-0,711032814","-0,018470625","0,394614873","-0,331944166","-0,382004866","-0,567301758"
1,0,250184,66964,17268,441648,0,0,0,16,2256,522,2,23,71,3,"-2,727170937","1,0940068241","-0,731446462","-0,052834622","0,1907198288","-0,173677023","-0,540807666","-0,542082097"
1,0,250184,66964,17268,441652,0,0,0,0,2153,481,1,32,67,0,"-2,676605357","0,653891888","-0,6729278","-0,050775937","0,0827339324","-0,398307207","-0,336454152","-0,680538842"
2,0,250184,66964,17268,441652,0,0,0,0,2309,529,3,36,61,0,"-2,13248869","0,6504473121","-0,817567503","-0,061707206","0,6274893625","-0,265080133","-0,46294432","-0,525998702"
1,0,250184,66964,17268,441656,0,0,0,0,2601,561,7,44,49,0,"-1,513166892","0,5414707955","-1,002811559","-0,112556316","1,1008527282","-0,129618945","-0,597912136","-0,142285189"
0,0,250184,66964,17268,441660,0,0,0,0,1705,535,2,41,57,0,"-2,350265657","0,5690296681","-0,631535586","-0,023682424","-0,030407179","-0,424484334","-0,318210697","-0,521526604"
0,0,250184,66964,17276,441664,0,0,0,16,2073,547,2,38,44,16,"-2,049936942","1,584702932","-0,424829452","0,6630487377","-0,886355548","0,2925672872","-0,800136164","0,0994283579"
3,0,250184,66964,17276,441664,0,0,0,0,1627,487,5,37,58,0,"-2,028444917","0,7414983506","-1,047727069","-0,083540071","1,2781434312","-0,102360671","-0,637405471","-0,397575582"
3,0,250184,66964,17276,441668,0,0,0,0,2012,489,2,36,62,0,"-2,243277878","0,6645725819","-0,790590588","-0,025176679","0,6704213968","-0,271612834","-0,445549429","-0,625407206"
0,0,250184,66964,17292,441656,0,0,0,220,1946,575,2,44,51,3,"-1,912325221","1,8611552577","0,5542700843","-0,962634664","-0,352876982","-0,344370753","-0,130472361","-0,273908127"
2,0,250184,66964,17292,441676,0,0,0,0,2165,523,1,43,56,0,"-2,114120795","0,4962473708","-0,569100652","0,0417008553","0,1641269221","-0,409197581","-0,288211674","-0,624494408"
1,0,250184,66964,17292,441676,0,0,0,0,2039,486,2,31,66,0,"-2,652909456","0,6915129403","-0,751584485","-0,053907281","0,3004349167","-0,33992086","-0,404531917","-0,609330984"
3,0,250184,66964,17292,441680,0,0,0,0,1991,469,1,36,63,0,"-2,39083957","0,6331521259","-0,702450417","0,0083305554","0,4833616263","-0,327898402","-0,380101938","-0,699592358"
0,0,250184,66964,17292,441684,0,0,0,0,2150,543,3,44,53,0,"-2,100533013","0,48106344","-0,64325863","-0,011780858","0,1213722962","-0,393111124","-0,331963054","-0,420778422"
0,0,250184,66964,17300,441688,0,0,0,16,1640,460,1,30,68,1,"-2,999429161","0,8460252277","-0,57713417","-0,075610011","-0,127841947","-0,38766326","-0,343040618","-0,628369624"
2,0,250184,66964,17300,441688,0,0,0,0,2164,511,2,38,60,0,"-2,246345488","0,59400723","-0,703486778","-0,002795021","0,4284259365","-0,331717023","-0,384957756","-0,586510707"
1,0,250184,66964,17300,441692,0,0,0,0,2311,507,2,38,59,0,"-2,323586696","0,5464396413","-0,653203174","-0,007856859","0,2043549487","-0,378970953","-0,338897564","-0,555383247"
1,0,250184,66964,17300,441696,0,0,0,136,2595,553,3,49,48,1,"-1,609601134","1,1660953394","0,080906611","-0,619255409","0,141261013","-0,356522383","-0,189478128","-0,303325692"
0,0,250184,66964,17300,441700,0,0,0,0,3148,551,3,44,52,0,"-1,908096114","0,3660259658","-0,582418393","-0,006360984","0,0706867785","-0,411205269","-0,283862076","-0,405898731"
2,1,250184,66964,17308,441692,0,0,0,28,1988,515,2,38,58,2,"-2,126657882","1,7017897305","-1,31144754","0,7921091171","0,7179349573","0,1003178032","2,8323646278","-1,255902054"
1,0,250184,66964,17308,441704,0,0,0,0,1328,440,3,26,68,2,"-2,943709684","0,9616264333","-0,905585152","0,0082009252","0,5035603943","-0,162559569","-0,589312736","-0,497343603"
3,0,250184,66964,17308,441708,0,0,0,0,2669,568,2,48,49,0,"-1,566656891","0,4066476155","-0,588452","0,0740045884","0,4826483946","-0,345619491","-0,324834772","-0,527921341"
1,0,250184,66964,17308,441712,0,0,0,4,1212,434,2,22,76,0,"-3,257036352","0,938606522","-0,874759086","-0,113969147","0,4680627571","-0,288556743","-0,50019209","-0,685191206"
0,0,250184,66964,17308,441712,0,0,0,0,2443,564,7,47,46,0,"-1,591835143","0,4732528507","-0,913642656","-0,070037356","0,874209738","-0,192910379","-0,538223538","-0,097669911"
1,1,250184,66964,17316,441708,0,0,0,16,1958,490,2,37,61,0,"-2,390769517","1,5051215799","-1,360905362","0,7470056823","0,6431850833","-0,027377994","2,9129456516","-1,323381132"
2,0,250184,66964,17316,441720,0,0,0,0,2542,677,5,57,37,1,"-0,920155525","0,4125986244","-0,678273685","0,1092066162","0,6913148255","-0,224032132","-0,45243622","-0,185223882"
